#TAPVC#TAPVC_pos#TAPVC_nag
TEX12#5.6990037#0.50003767#0.0
BAG5#5.6990027#0.5000366#0.0
CTSG#5.6990027#0.5000366#0.0
ATAD1#5.6990027#0.50003654#0.0
RBP5#5.6990027#0.50003684#0.0
ENTPD1-AS1#5.6990027#0.50003654#0.0
GIMAP1#5.6990027#0.50003654#0.0
IHH#5.6990027#0.50003684#0.0
MAFK#5.6990027#0.50003654#0.0
IZUMO1#5.699002#0.50003535#0.0
CXorf21#5.699002#0.50003576#0.0
RTL8B#5.699002#0.50003535#0.0
TMEM116#5.699002#0.5000355#0.0
GABRA5#5.699002#0.5000355#0.0
SPIN1#5.699002#0.50003535#0.0
NLRP2B#5.6990013#0.5000349#0.0
ITGB3BP#5.6990013#0.5000349#0.0
HYPK#5.6990013#0.5000349#0.0
TSPO2#5.699001#0.50003445#0.0
