#间隔缺损（心房-心室）#间隔缺损（心房-心室）_pos#间隔缺损（心房-心室）_nag
POTEB3#5.6989837#0.5000149#0.0
SURF1#5.6989813#0.5000118#0.0
DTX1#5.6989813#0.50001174#0.0
ST3GAL1#5.6989813#0.50001174#0.0
GHRH#5.69898#0.50001025#0.0
LYZL4#5.6989784#0.50000876#0.0
RPL28#5.6989784#0.50000876#0.0
BCLAF1#5.698977#0.5000072#0.0
DDX47#5.698977#0.50000715#0.0
PGLYRP3#5.698977#0.5000072#0.0
SLC25A30#5.698977#0.50000715#0.0
NPIPB5#5.698977#0.50000715#0.0
TUBB4B#5.698977#0.50000715#0.0
DMAC2#5.698977#0.5000072#0.0
CCNJ#5.698977#0.5000072#0.0
YIPF7#5.698977#0.50000715#0.0
ZNF747#5.698977#0.50000715#0.0
PRLR#5.6989756#0.50000554#0.0
MYBL1#5.6989756#0.50000554#0.0
PHTF1#5.6989756#0.50000554#0.0
DNAJA4#5.6989756#0.50000554#0.0
HIF3A#5.6989756#0.50000554#0.0
ATG7#5.6989756#0.5000056#0.0
GNG8#5.6989756#0.50000554#0.0
RPL22L1#5.6989756#0.50000554#0.0
PTCD2#5.6989756#0.50000554#0.0
SERPINH1#5.6989756#0.5000056#0.0
SMIM8#5.6989756#0.50000554#0.0
EXOSC2#5.6989756#0.5000056#0.0
QRFP#5.6989756#0.50000554#0.0
KLHDC8A#5.6989756#0.5000056#0.0
PEX11A#5.6989756#0.50000554#0.0
NOV#5.6989756#0.5000056#0.0
SP140L#5.6989756#0.5000056#0.0
N6AMT1#5.6989756#0.50000554#0.0
TAF1D#5.6989756#0.50000554#0.0
RBSN#5.6989756#0.50000554#0.0
PSMD8#5.698974#0.500004#0.0
OR52J3#5.698974#0.500004#0.0
PRR19#5.698974#0.500004#0.0
LCE1B#5.698974#0.500004#0.0
RPL5#5.698974#0.500004#0.0
TP53AIP1#5.698974#0.500004#0.0
AJM1#5.698974#0.500004#0.0
SLC6A1#5.698974#0.500004#0.0
KCNN4#5.698974#0.500004#0.0
FKBP9#5.698974#0.500004#0.0
ZNF157#5.698974#0.500004#0.0
MACROD1#5.698974#0.500004#0.0
LRRC58#5.698974#0.500004#0.0
FGFBP2#5.698974#0.500004#0.0
HTR1D#5.698974#0.500004#0.0
VGLL3#5.698974#0.500004#0.0
CLPX#5.698974#0.500004#0.0
OVOL2#5.698974#0.500004#0.0
AP3S2#5.698974#0.500004#0.0
FXN#5.698974#0.500004#0.0
FGF10#5.698974#0.500004#0.0
ABHD17A#5.698974#0.500004#0.0
ATP2A2#5.698974#0.500004#0.0
ATCAY#5.698974#0.500004#0.0
PDCD1LG2#5.698974#0.50000393#0.0
PRG3#5.698974#0.500004#0.0
ABHD4#5.698974#0.500004#0.0
MRPS35#5.698974#0.500004#0.0
CTPS1#5.698974#0.500004#0.0
OR51I2#5.698974#0.500004#0.0
NANOG#5.698974#0.500004#0.0
ZNF248#5.698974#0.500004#0.0
LMAN2L#5.698974#0.500004#0.0
FN3KRP#5.698974#0.500004#0.0
TMEM68#5.698973#0.5000024#0.0
IFIT5#5.698973#0.5000024#0.0
ENTPD6#5.698973#0.5000024#0.0
NOL12#5.698973#0.5000024#0.0
GNMT#5.698973#0.5000024#0.0
CHKB#5.698973#0.5000024#0.0
RGS14#5.698973#0.5000024#0.0
TRIM25#5.698973#0.5000024#0.0
CCDC172#5.698973#0.5000024#0.0
GCNT1#5.698973#0.5000024#0.0
CDK9#5.698973#0.5000024#0.0
OSGEP#5.698973#0.5000024#0.0
PPM1F#5.698973#0.5000024#0.0
C3orf85#5.698973#0.5000024#0.0
PSMD3#5.698973#0.5000024#0.0
ACVR2B#5.698973#0.5000024#0.0
ST3GAL3#5.698973#0.5000024#0.0
RBM4B#5.698973#0.5000024#0.0
LHFPL3#5.698973#0.5000024#0.0
ANHX#5.698973#0.5000024#0.0
SPATA2#5.698973#0.5000024#0.0
TFAP2C#5.698973#0.50000244#0.0
ANKS4B#5.698973#0.5000024#0.0
SCRN1#5.698973#0.5000024#0.0
STRADA#5.698973#0.5000024#0.0
OR2K2#5.698973#0.5000024#0.0
INKA2#5.698973#0.5000024#0.0
RCE1#5.698973#0.5000024#0.0
