#SVC#SVC_pos#SVC_nag
CXCL11#5.6989865#0.5000179#0.0
BATF#5.698978#0.5000079#0.0
RPL15#5.698978#0.500008#0.0
TMEM258#5.698978#0.5000081#0.0
DDX3X#5.698978#0.500008#0.0
SGPP1#5.698978#0.500008#0.0
COQ10B#5.698978#0.500008#0.0
CEBPG#5.698978#0.5000079#0.0
SOX2#5.698978#0.50000805#0.0
TRAPPC5#5.698978#0.5000079#0.0
UQCR10#5.698968#0.49999654#0.0
TSPAN6#5.698968#0.49999648#0.0
GSTT2#5.698968#0.4999964#0.0
NCK2#5.698968#0.4999964#0.0
CDK2AP2#5.698968#0.49999645#0.0
TP53INP1#5.698968#0.4999964#0.0
CRKL#5.698968#0.49999648#0.0
GSTT2B#5.698968#0.4999964#0.0
BOLA3#5.698968#0.49999633#0.0
TAS2R46#5.698968#0.49999654#0.0
SF3B5#5.698968#0.49999654#0.0
HSPB1#5.698968#0.4999965#0.0
TEX12#5.698968#0.49999645#0.0
PROK2#5.698968#0.49999636#0.0
C5orf30#5.698968#0.49999636#0.0
NDUFC2-KCTD14#5.698968#0.49999636#0.0
KLRC1#5.698968#0.49999636#0.0
C5orf58#5.698968#0.49999645#0.0
NCALD#5.698968#0.49999645#0.0
VPS29#5.698968#0.49999642#0.0
WDR83OS#5.698968#0.49999642#0.0
PCBP1#5.698968#0.49999633#0.0
MMD#5.698968#0.49999648#0.0
POTED#5.698968#0.4999964#0.0
TIMM17A#5.698968#0.49999636#0.0
STAT1#5.698968#0.4999965#0.0
CFAP20#5.698968#0.49999633#0.0
MT1F#5.698968#0.4999964#0.0
TBPL1#5.698968#0.49999642#0.0
GRXCR1#5.698968#0.49999633#0.0
KCNA1#5.698968#0.49999648#0.0
JUN#5.698968#0.49999633#0.0
FAM110B#5.698968#0.49999648#0.0
METTL14#5.698968#0.49999633#0.0
DEFB109B#5.698968#0.49999648#0.0
SLC52A3#5.698968#0.49999633#0.0
DPRX#5.698968#0.49999645#0.0
AIG1#5.698968#0.49999633#0.0
KLF6#5.698968#0.49999642#0.0
NFYC#5.698968#0.49999642#0.0
CLNS1A#5.698968#0.49999636#0.0
CHIC2#5.698968#0.49999636#0.0
MRPL51#5.698968#0.49999642#0.0
TXNDC8#5.698968#0.49999642#0.0
PLPP2#5.698968#0.49999633#0.0
RGS1#5.698968#0.49999633#0.0
CPLX3#5.698968#0.49999633#0.0
MFAP4#5.698968#0.49999633#0.0
MXI1#5.698968#0.49999642#0.0
C20orf202#5.698968#0.4999964#0.0
GABARAP#5.698968#0.49999633#0.0
DRD1#5.698968#0.49999633#0.0
TONSL-AS1#5.698968#0.49999633#0.0
CDKN2D#5.698968#0.4999964#0.0
HMGN3#5.698968#0.49999645#0.0
CHRNA7#5.698968#0.49999642#0.0
MAGEH1#5.698968#0.49999636#0.0
FAM24A#5.698968#0.4999964#0.0
ASB7#5.698968#0.49999633#0.0
LOC100130452#5.698968#0.49999633#0.0
PRR7#5.698968#0.49999645#0.0
APOLD1#5.698968#0.49999645#0.0
PDXDC1#5.698968#0.49999636#0.0
UBE2T#5.698968#0.4999964#0.0
SNURF#5.698968#0.49999645#0.0
SPIN3#5.698968#0.49999633#0.0
SPATA9#5.698968#0.4999964#0.0
GTF2H5#5.698968#0.4999965#0.0
DRG2#5.698968#0.4999965#0.0
PIK3CA#5.698968#0.49999642#0.0
EXOSC1#5.698968#0.4999965#0.0
BRS3#5.698968#0.4999964#0.0
KCNA2#5.698968#0.49999648#0.0
LSM5#5.698968#0.49999633#0.0
GP1BB#5.6989675#0.49999624#0.0
TEX13C#5.6989675#0.4999963#0.0
ARHGEF9#5.6989675#0.4999963#0.0
PTMS#5.6989675#0.4999963#0.0
CARD18#5.6989675#0.4999963#0.0
ADIPOQ-AS1#5.6989675#0.49999624#0.0
NSG2#5.6989675#0.49999624#0.0
PEX13#5.6989675#0.49999627#0.0
TMEM116#5.6989675#0.49999627#0.0
PAQR3#5.6989675#0.4999963#0.0
GABRA5#5.6989675#0.49999627#0.0
TMEM265#5.6989675#0.4999963#0.0
MYL12B#5.6989675#0.49999624#0.0
LOC104968399#5.6989675#0.49999624#0.0
GUCA1A#5.6989675#0.4999963#0.0
SPAG11B#5.6989675#0.4999963#0.0
