#VSD#VSD_pos#VSD_nag
GHRH#5.698982#0.5000124#0.0
LYZL4#5.6989803#0.50001067#0.0
YIPF7#5.6989784#0.50000894#0.0
DDX47#5.6989784#0.50000894#0.0
SLC25A30#5.6989784#0.50000894#0.0
TUBB4B#5.6989784#0.5000089#0.0
MYBL1#5.698977#0.50000715#0.0
NOV#5.698977#0.50000715#0.0
QRFP#5.698977#0.5000072#0.0
PTCD2#5.698977#0.50000715#0.0
DNAJA4#5.698977#0.5000072#0.0
HIF3A#5.698977#0.50000715#0.0
N6AMT1#5.698977#0.5000072#0.0
GNG8#5.698977#0.50000715#0.0
ATG7#5.698977#0.5000072#0.0
SERPINH1#5.698977#0.50000715#0.0
RPL22L1#5.698977#0.5000072#0.0
SP140L#5.698977#0.5000072#0.0
ZNF248#5.6989756#0.50000536#0.0
VGLL3#5.6989756#0.50000536#0.0
FN3KRP#5.6989756#0.50000536#0.0
OR51I2#5.6989756#0.5000053#0.0
KCNN4#5.6989756#0.5000053#0.0
TP53AIP1#5.6989756#0.50000536#0.0
OR52J3#5.6989756#0.50000536#0.0
HTR1D#5.6989756#0.50000536#0.0
FXN#5.6989756#0.50000536#0.0
PRG3#5.6989756#0.50000536#0.0
PDCD1LG2#5.6989756#0.5000053#0.0
CTPS1#5.6989756#0.50000536#0.0
MACROD1#5.6989756#0.5000053#0.0
LCE1B#5.6989756#0.50000536#0.0
PSMD8#5.6989756#0.50000536#0.0
SLC16A4#5.698974#0.5000035#0.0
HINFP#5.698974#0.5000035#0.0
IFIT5#5.698974#0.5000035#0.0
RBM4B#5.698974#0.5000035#0.0
TFAP2C#5.698974#0.5000036#0.0
OCEL1#5.698974#0.5000035#0.0
SERPINB2#5.698974#0.5000035#0.0
LHX8#5.698974#0.5000035#0.0
TATDN1#5.698974#0.5000035#0.0
LRG1#5.698974#0.5000035#0.0
TRIM25#5.698974#0.5000035#0.0
SCRN1#5.698974#0.5000035#0.0
GNMT#5.698974#0.5000035#0.0
SPATA2#5.698974#0.5000035#0.0
CRTC1#5.698974#0.5000035#0.0
NOL12#5.698974#0.5000036#0.0
ACVR2B#5.698974#0.5000036#0.0
HOXB6#5.698974#0.5000035#0.0
C22orf24#5.698974#0.5000035#0.0
OSGEP#5.698974#0.5000035#0.0
CDK9#5.698974#0.5000035#0.0
DDX19A#5.698974#0.5000036#0.0
OR2K2#5.698974#0.5000035#0.0
ELAC1#5.698974#0.5000035#0.0
ANHX#5.6989737#0.50000346#0.0
ZCCHC24#5.698972#0.5000016#0.0
FAIM#5.698972#0.5000016#0.0
DNAJC15#5.698972#0.5000016#0.0
RTRAF#5.698972#0.5000016#0.0
HAUS4#5.698972#0.5000016#0.0
RPA2#5.698972#0.5000016#0.0
UBALD2#5.698972#0.5000016#0.0
BEND5#5.698972#0.5000016#0.0
CTHRC1#5.698972#0.5000016#0.0
TGFB3#5.698972#0.5000016#0.0
MVK#5.698972#0.50000167#0.0
OR1J2#5.698972#0.50000167#0.0
CNFN#5.698972#0.5000016#0.0
TSPAN15#5.698972#0.50000167#0.0
LYSMD3#5.698972#0.5000016#0.0
PAN3#5.698972#0.50000167#0.0
LHPP#5.698972#0.50000167#0.0
HSPB2#5.698972#0.50000167#0.0
GTF2H3#5.698972#0.50000167#0.0
PLD6#5.698972#0.5000016#0.0
DEFB114#5.698972#0.50000167#0.0
HNRNPLL#5.698972#0.5000016#0.0
ZWINT#5.698972#0.5000016#0.0
DUSP19#5.698972#0.5000016#0.0
ADIPOR2#5.698972#0.50000167#0.0
VPS26B#5.698972#0.5000016#0.0
CABYR#5.698972#0.50000167#0.0
MOSPD2#5.698972#0.50000167#0.0
HIBCH#5.698972#0.50000167#0.0
FGF17#5.698972#0.50000167#0.0
ZNF250#5.698972#0.5000016#0.0
CD84#5.698972#0.50000167#0.0
C16orf70#5.698972#0.5000016#0.0
CSNK1G3#5.698972#0.5000016#0.0
TNNI2#5.698972#0.50000167#0.0
ORMDL3#5.698972#0.50000167#0.0
CD86#5.698972#0.5000016#0.0
MAF#5.698972#0.5000016#0.0
TARDBP#5.698971#0.49999973#0.0
LSMEM1#5.698971#0.49999967#0.0
SNX22#5.698971#0.49999973#0.0
PURG#5.698971#0.4999997#0.0
SPINT2#5.698971#0.49999967#0.0
CSTA#5.698971#0.49999973#0.0
PDCD5#5.698971#0.49999967#0.0
OR5H2#5.698971#0.49999967#0.0
CTDSP2#5.698971#0.49999964#0.0
FAM71C#5.698971#0.4999997#0.0
OXSM#5.698971#0.49999967#0.0
RPS16#5.698971#0.4999997#0.0
RNASE7#5.698971#0.49999973#0.0
CDC26#5.698971#0.49999973#0.0
OR8H3#5.698971#0.49999967#0.0
IGFL3#5.698971#0.49999967#0.0
AMTN#5.698971#0.49999973#0.0
LYPD4#5.698971#0.49999967#0.0
IDH3G#5.698971#0.49999973#0.0
SMC3#5.698971#0.49999973#0.0
GUCY1B1#5.698971#0.49999967#0.0
CXCL3#5.698971#0.4999997#0.0
SAMD10#5.698971#0.49999967#0.0
OTUB1#5.698971#0.49999967#0.0
ITM2A#5.698971#0.49999967#0.0
SAP30L#5.698971#0.4999997#0.0
NCR3LG1#5.698971#0.4999997#0.0
NAIF1#5.698971#0.4999997#0.0
AQP11#5.698971#0.49999973#0.0
C14orf119#5.698971#0.49999967#0.0
SMIM15#5.698971#0.49999967#0.0
NANOS3#5.698971#0.4999997#0.0
HOXA2#5.698971#0.49999973#0.0
RIMBP3B#5.698971#0.49999967#0.0
RIMBP3C#5.698971#0.49999967#0.0
DNAJA2#5.698971#0.49999967#0.0
PFDN5#5.698971#0.49999973#0.0
GNB4#5.698971#0.49999973#0.0
SLC20A1#5.698971#0.49999973#0.0
MRPS34#5.698971#0.4999997#0.0
TNFRSF10C#5.698971#0.49999967#0.0
AKAIN1#5.698971#0.49999967#0.0
KRTAP12-1#5.698971#0.49999973#0.0
HYAL2#5.698971#0.4999997#0.0
NR4A3#5.698971#0.49999967#0.0
PANK3#5.698971#0.4999997#0.0
HOXB7#5.698971#0.4999997#0.0
CRYAB#5.698971#0.49999967#0.0
IL1RAPL2#5.698971#0.49999967#0.0
OR56A5#5.698971#0.49999967#0.0
PRSS16#5.698971#0.49999973#0.0
NKX2-6#5.698971#0.4999997#0.0
GNAT2#5.698971#0.4999997#0.0
SPATA31D3#5.698971#0.49999973#0.0
TMEM223#5.698971#0.49999967#0.0
MRPS22#5.698971#0.4999997#0.0
MAP1LC3B#5.698971#0.49999973#0.0
PORCN#5.698971#0.49999973#0.0
TSACC#5.698971#0.49999973#0.0
CELF1#5.698971#0.49999967#0.0
CPE#5.698971#0.4999997#0.0
TMEM30A#5.698971#0.49999967#0.0
DHH#5.698971#0.4999997#0.0
DIRAS3#5.698971#0.4999997#0.0
EFCAB9#5.698971#0.4999997#0.0
NAPB#5.698971#0.4999997#0.0
SYT3#5.698971#0.4999997#0.0
CORO2B#5.698971#0.49999973#0.0
EMP2#5.698971#0.4999997#0.0
PCIF1#5.698971#0.49999967#0.0
KCTD2#5.698971#0.4999997#0.0
CASC10#5.698971#0.49999967#0.0
CBLN3#5.698971#0.49999967#0.0
VDAC2#5.698971#0.4999997#0.0
FXYD6#5.698971#0.49999967#0.0
ZNF789#5.698971#0.49999967#0.0
NUDT16#5.698971#0.49999967#0.0
TMEM165#5.698969#0.49999756#0.0
XRCC6#5.698969#0.4999976#0.0
FLYWCH2#5.698969#0.49999756#0.0
UPP2#5.698969#0.4999976#0.0
TMEM97#5.698969#0.4999976#0.0
RBM39#5.698969#0.49999753#0.0
KCTD8#5.698969#0.49999753#0.0
BGN#5.698969#0.4999976#0.0
PYDC5#5.698969#0.49999753#0.0
PHOX2A#5.698969#0.49999756#0.0
CCL17#5.698969#0.4999976#0.0
PPP4R3C#5.698969#0.49999753#0.0
OR51D1#5.698969#0.49999762#0.0
HOXA6#5.698969#0.4999976#0.0
