#HLHS#HLHS_pos#HLHS_nag
UBTD2#5.6989875#0.5000194#0.0
CHMP3#5.6989727#0.5000019#0.0
DEFB134#5.6989727#0.5000019#0.0
FAM50A#5.6989727#0.5000021#0.0
APOC3#5.6989727#0.50000185#0.0
ADAT2#5.6989727#0.5000018#0.0
FOXD4L3#5.6989727#0.50000185#0.0
TIMM9#5.6989727#0.50000185#0.0
KRTAP9-3#5.6989727#0.50000185#0.0
OR2A42#5.6989727#0.50000185#0.0
ZCCHC10#5.6989727#0.5000019#0.0
SYPL1#5.6989727#0.5000019#0.0
OTX2#5.6989727#0.5000021#0.0
OR2A1#5.6989727#0.50000185#0.0
KRTAP13-3#5.6989727#0.50000215#0.0
LOC105376736#5.6989727#0.5000018#0.0
SRGAP2C#5.6989727#0.5000018#0.0
SRGAP2B#5.6989727#0.50000185#0.0
DCUN1D3#5.6989727#0.5000018#0.0
MSL1#5.698972#0.5000015#0.0
METTL9#5.698972#0.50000167#0.0
GNGT1#5.698972#0.50000155#0.0
TMPO-AS1#5.698972#0.50000167#0.0
FAM199X#5.698972#0.50000143#0.0
CDKN2D#5.698972#0.50000167#0.0
PYDC2#5.698972#0.5000015#0.0
SSU72#5.698972#0.5000015#0.0
ESM1#5.698972#0.5000015#0.0
H3.Y#5.698972#0.5000015#0.0
FXYD2#5.698972#0.5000015#0.0
YPEL1#5.698972#0.5000015#0.0
SDF2#5.698972#0.50000167#0.0
LOC100289561#5.698972#0.50000167#0.0
ANAPC16#5.698972#0.5000017#0.0
CALM2#5.698972#0.5000015#0.0
PDZD11#5.698972#0.50000155#0.0
HLA-F#5.698972#0.50000155#0.0
SPOP#5.698972#0.50000155#0.0
PSMA4#5.698972#0.5000014#0.0
GPHA2#5.698972#0.5000014#0.0
HIST1H2BD#5.698972#0.5000017#0.0
SPATA9#5.698972#0.50000167#0.0
SREK1IP1#5.698972#0.5000017#0.0
RAB5B#5.698972#0.5000017#0.0
OTUD5#5.698972#0.5000017#0.0
ZFP92#5.698972#0.5000015#0.0
TRPM1#5.698972#0.5000017#0.0
BRS3#5.698972#0.50000167#0.0
PLPP2#5.698972#0.5000017#0.0
