#DORT#DORT_pos#DORT_nag
BCAS2#5.6989846#0.5000156#0.0
MYD88#5.6989765#0.5000063#0.0
STAR#5.6989765#0.5000064#0.0
CDK2AP1#5.6989765#0.50000656#0.0
BATF#5.6989765#0.5000064#0.0
AQP3#5.6989765#0.50000656#0.0
SAP30#5.6989765#0.5000063#0.0
IRGM#5.6989765#0.5000064#0.0
INHBC#5.6989765#0.50000644#0.0
TMEM167B#5.6989765#0.50000644#0.0
LILRB3#5.6989765#0.50000644#0.0
RANGRF#5.6989765#0.50000644#0.0
CTSL#5.6989765#0.5000063#0.0
SLC32A1#5.6989765#0.5000064#0.0
RGCC#5.6989765#0.50000644#0.0
LAMP2#5.6989765#0.50000656#0.0
ANKRD13C#5.6989765#0.50000644#0.0
CCDC85B#5.6989765#0.50000644#0.0
TRAPPC4#5.6989765#0.5000064#0.0
VAPB#5.6989675#0.49999592#0.0
TMSB15A#5.6989675#0.49999592#0.0
MRPL34#5.698967#0.49999574#0.0
MT1F#5.698967#0.4999956#0.0
ZSCAN16-AS1#5.698967#0.49999544#0.0
TMEM219#5.698967#0.49999574#0.0
ZNF22#5.698967#0.49999574#0.0
PCBP1#5.698967#0.49999556#0.0
DIRC1#5.698967#0.49999574#0.0
DRD1#5.698967#0.49999556#0.0
CCL19#5.698967#0.49999574#0.0
ACTL6B#5.698967#0.49999574#0.0
NUDT10#5.698967#0.49999556#0.0
ATP5MC2#5.698967#0.49999544#0.0
FAM72B#5.698967#0.49999574#0.0
DUSP7#5.698967#0.49999574#0.0
TSPAN31#5.698967#0.4999957#0.0
RGS1#5.698967#0.49999568#0.0
CPLX3#5.698967#0.49999568#0.0
TEX13D#5.698967#0.49999568#0.0
WFDC11#5.698967#0.49999568#0.0
IGSF23#5.698967#0.49999568#0.0
CCL11#5.698967#0.49999568#0.0
MYCT1#5.698967#0.49999568#0.0
KRTCAP3#5.698967#0.49999568#0.0
KCNJ8#5.698967#0.49999577#0.0
RAB10#5.698967#0.4999957#0.0
TIMM8B#5.698967#0.4999957#0.0
TMEM159#5.698967#0.4999957#0.0
MYCBP#5.698967#0.49999568#0.0
ZAR1L#5.698967#0.49999574#0.0
HSFX4#5.698967#0.49999562#0.0
ZNF664-RFLNA#5.698967#0.49999574#0.0
G6PC3#5.698967#0.49999562#0.0
H1FX#5.698967#0.49999556#0.0
SNURF#5.698967#0.4999957#0.0
RFLNA#5.698967#0.49999574#0.0
TMEM170A#5.698967#0.49999556#0.0
FAM86B1#5.698967#0.49999574#0.0
RNF7#5.698967#0.4999957#0.0
SPIN1#5.698967#0.4999957#0.0
MFAP4#5.698967#0.49999568#0.0
TAS2R46#5.698967#0.49999574#0.0
RTL8B#5.698967#0.4999957#0.0
IZUMO1#5.698967#0.4999957#0.0
RHOC#5.698967#0.49999556#0.0
KCNIP4#5.698967#0.4999957#0.0
NPPC#5.698967#0.49999562#0.0
DESI2#5.698967#0.4999958#0.0
HIST1H3F#5.698967#0.49999565#0.0
PDXDC1#5.698967#0.49999568#0.0
HMGN3#5.698967#0.4999957#0.0
PRR7#5.698967#0.4999957#0.0
PYCARD#5.698967#0.4999956#0.0
GNG10#5.698967#0.4999956#0.0
LOC104968399#5.698967#0.49999562#0.0
POMP#5.698967#0.49999565#0.0
NUTM2A#5.698967#0.49999565#0.0
CFC1B#5.698967#0.49999565#0.0
RPL32#5.698967#0.49999562#0.0
RAC1#5.698967#0.49999562#0.0
CFC1#5.698967#0.49999565#0.0
TEX12#5.698967#0.49999574#0.0
RAN#5.698967#0.4999957#0.0
DEFB110#5.698967#0.4999957#0.0
ADAT2#5.698967#0.49999574#0.0
SPACA5B#5.698967#0.4999957#0.0
LYPD8#5.698967#0.49999562#0.0
SPACA5#5.698967#0.4999957#0.0
OXT#5.698967#0.4999956#0.0
PCNA#5.698967#0.4999957#0.0
HBZ#5.698967#0.49999556#0.0
IKBKG#5.698967#0.49999565#0.0
C1orf122#5.698967#0.49999556#0.0
LOC100131047#5.698967#0.4999957#0.0
APOLD1#5.698967#0.4999957#0.0
SF3B5#5.698967#0.49999574#0.0
LLPH#5.698967#0.49999565#0.0
PEA15#5.698967#0.49999568#0.0
AIG1#5.698967#0.4999956#0.0
TEX22#5.698967#0.49999568#0.0
NCALD#5.698967#0.49999565#0.0
C5orf58#5.698967#0.49999565#0.0
RAP2A#5.698967#0.49999562#0.0
MYL12B#5.698967#0.49999562#0.0
TMX1#5.698967#0.4999957#0.0
RBM22#5.698967#0.4999957#0.0
ACTL6A#5.698967#0.4999957#0.0
MAGEH1#5.698967#0.49999568#0.0
GABARAP#5.698967#0.49999556#0.0
COMMD2#5.698967#0.49999574#0.0
BOD1#5.698967#0.49999574#0.0
GOLGA7#5.698967#0.49999577#0.0
CCL2#5.698967#0.49999574#0.0
TOMM34#5.698967#0.49999568#0.0
PON2#5.698967#0.4999957#0.0
