#DORV#DORV_pos#DORV_nag
AKR1B1#5.6990104#0.5000457#0.0
TMEM167B#5.698993#0.5000258#0.0
RGCC#5.698993#0.5000259#0.0
RAB5A#5.698975#0.5000049#0.0
PEA15#5.698975#0.5000048#0.0
ACER3#5.698975#0.5000049#0.0
VAPB#5.698975#0.50000507#0.0
TOMM34#5.698975#0.5000048#0.0
TEX22#5.698975#0.5000048#0.0
ACTL6A#5.698975#0.50000465#0.0
MRPL34#5.698975#0.50000477#0.0
TMSB15A#5.698975#0.50000507#0.0
PON2#5.698975#0.50000465#0.0
RNF7#5.698975#0.50000507#0.0
TIMM8B#5.698975#0.50000465#0.0
TMEM159#5.698975#0.50000465#0.0
RBM22#5.698975#0.50000465#0.0
DIRC1#5.698975#0.50000477#0.0
LOC100131047#5.698975#0.50000465#0.0
C18orf32#5.698975#0.5000049#0.0
TMX1#5.698975#0.50000465#0.0
RAB10#5.6989746#0.50000453#0.0
C1orf122#5.6989746#0.50000453#0.0
OXT#5.6989746#0.50000453#0.0
MYCBP#5.6989746#0.5000046#0.0
IGSF23#5.6989746#0.5000046#0.0
AIG1#5.6989746#0.5000046#0.0
RAN#5.6989746#0.50000453#0.0
TEX13D#5.6989746#0.5000046#0.0
TMEM170A#5.6989746#0.50000435#0.0
ATP5MC2#5.6989746#0.5000042#0.0
KCNIP4#5.6989746#0.50000453#0.0
H1FX#5.6989746#0.50000435#0.0
ZSCAN16-AS1#5.6989746#0.5000042#0.0
RHOC#5.6989746#0.50000453#0.0
HBZ#5.6989746#0.50000453#0.0
GNG10#5.6989746#0.50000435#0.0
KRTCAP3#5.6989746#0.5000046#0.0
MT1F#5.6989746#0.5000046#0.0
RPL32#5.6989746#0.50000435#0.0
RAC1#5.6989746#0.50000435#0.0
MYCT1#5.6989746#0.5000046#0.0
CCL11#5.6989746#0.5000046#0.0
PYCARD#5.6989746#0.50000435#0.0
WFDC11#5.6989746#0.5000046#0.0
RPL36#5.698974#0.5000037#0.0
