#Hex#Hex_pos#Hex_nag
BCAS2#5.69899#0.5000218#0.0
HEY1#5.69899#0.5000217#0.0
C12orf65#5.6989894#0.5000216#0.0
SYNGR3#5.69898#0.50001025#0.0
TAF13#5.69898#0.50001043#0.0
PITX1#5.69898#0.5000102#0.0
UCHL1#5.69898#0.5000104#0.0
RPL15#5.69898#0.5000104#0.0
CENPS#5.69898#0.50001025#0.0
NCALD#5.698969#0.4999975#0.0
CCL2#5.698969#0.49999753#0.0
BAG5#5.698969#0.49999756#0.0
BOD1#5.698969#0.49999753#0.0
COMMD2#5.698969#0.49999753#0.0
CTSG#5.698969#0.49999756#0.0
SNURF#5.698969#0.49999747#0.0
CDK2AP2#5.698969#0.49999756#0.0
HSFX4#5.698969#0.4999975#0.0
SPIN1#5.698969#0.49999756#0.0
IZUMO1#5.698969#0.49999756#0.0
RTL8B#5.698969#0.49999756#0.0
FAM86B1#5.698969#0.49999753#0.0
ZNF664-RFLNA#5.698969#0.49999753#0.0
CRKL#5.698969#0.4999975#0.0
RFLNA#5.698969#0.49999753#0.0
MAP1LC3A#5.698969#0.49999753#0.0
CXCR4#5.698969#0.49999747#0.0
MMD#5.698969#0.4999975#0.0
C5orf58#5.698969#0.4999975#0.0
NUTM2A#5.698969#0.49999744#0.0
TEX12#5.698969#0.49999753#0.0
KCNJ8#5.698969#0.49999762#0.0
C20orf202#5.698969#0.49999747#0.0
APOLD1#5.698969#0.49999747#0.0
POTED#5.698969#0.49999747#0.0
PRR7#5.698969#0.49999747#0.0
ZAR1L#5.698969#0.49999747#0.0
GOLGA7#5.698969#0.49999753#0.0
HMGN3#5.698969#0.49999747#0.0
LOC101928436#5.698969#0.49999747#0.0
ACTC1#5.698969#0.49999747#0.0
ASB7#5.6989684#0.4999973#0.0
IKBKG#5.6989684#0.4999974#0.0
TMEM256#5.6989684#0.49999738#0.0
LOC100130452#5.6989684#0.4999973#0.0
LOC104968399#5.6989684#0.4999973#0.0
KCTD5#5.6989684#0.49999738#0.0
C11orf96#5.6989684#0.49999738#0.0
RHOB#5.6989684#0.49999738#0.0
PPP1R2C#5.6989684#0.49999732#0.0
GPR85#5.6989684#0.49999732#0.0
NLRP2B#5.6989684#0.4999974#0.0
HIST1H3F#5.6989684#0.4999974#0.0
NPPC#5.6989684#0.49999738#0.0
MAGEH1#5.6989684#0.4999974#0.0
PDXDC1#5.6989684#0.4999974#0.0
NEUROG3#5.6989684#0.49999732#0.0
GUCA1A#5.6989684#0.49999735#0.0
H2AFY#5.6989684#0.49999735#0.0
CARD18#5.6989684#0.49999738#0.0
PAQR3#5.6989684#0.49999738#0.0
SMIM10L2B#5.6989684#0.49999738#0.0
MUC21#5.6989684#0.49999738#0.0
RAP2A#5.6989684#0.49999738#0.0
OOEP#5.6989684#0.49999738#0.0
HYPK#5.6989684#0.4999974#0.0
LYPLA2#5.6989684#0.49999738#0.0
ITGB3BP#5.6989684#0.4999974#0.0
CXorf21#5.6989684#0.4999973#0.0
