#TV.1#TV.1_pos#TV.1_nag
VHLL#5.6989875#0.5000191#0.0
RASD1#5.6989784#0.5000088#0.0
KRTAP19-8#5.6989784#0.50000876#0.0
DNAJB4#5.6989784#0.50000876#0.0
CENPM#5.6989784#0.5000087#0.0
ATP6AP1#5.6989784#0.5000088#0.0
NUP62CL#5.6989784#0.5000089#0.0
RAB9B#5.6989784#0.5000088#0.0
DEFB128#5.6989784#0.5000087#0.0
CALCB#5.6989784#0.50000876#0.0
DESI1#5.6989784#0.50000876#0.0
PAGE5#5.6989784#0.50000876#0.0
UBE2E3#5.6989684#0.4999974#0.0
COPS5#5.698968#0.49999678#0.0
FAM72B#5.698968#0.49999675#0.0
BCL2L15#5.698968#0.4999968#0.0
CCL19#5.698968#0.49999675#0.0
ZNF22#5.698968#0.49999675#0.0
CDK1#5.698968#0.49999678#0.0
ACTL6B#5.698968#0.49999675#0.0
DUSP7#5.698968#0.49999675#0.0
HSPB11#5.698968#0.49999684#0.0
FAM72A#5.698968#0.49999684#0.0
FBXW11#5.698968#0.49999684#0.0
ZDHHC9#5.698968#0.49999678#0.0
BTF3L4#5.698968#0.49999672#0.0
CSF3#5.698968#0.49999678#0.0
ABHD17C#5.698968#0.49999663#0.0
C8orf44#5.698968#0.49999672#0.0
NDUFB3#5.698968#0.4999967#0.0
C5orf66#5.698968#0.4999966#0.0
SOD1#5.698968#0.49999672#0.0
TMEM219#5.698968#0.49999675#0.0
GOLGA8R#5.698968#0.4999967#0.0
FOSL2#5.698968#0.49999666#0.0
RAMMET#5.698968#0.49999678#0.0
PFDN2#5.698968#0.4999966#0.0
BCL2A1#5.698968#0.49999666#0.0
PPP2R2A#5.698968#0.49999675#0.0
SS18#5.698968#0.49999666#0.0
ACOT1#5.698968#0.49999675#0.0
RBPMS2#5.698968#0.49999666#0.0
COA3#5.698968#0.49999675#0.0
RAB1B#5.698968#0.4999966#0.0
HIST1H2BN#5.698968#0.49999666#0.0
RPA3#5.698968#0.4999967#0.0
HDAC2#5.698968#0.4999967#0.0
EIF5AL1#5.698968#0.49999666#0.0
SUCLA2#5.698968#0.49999675#0.0
CDPF1#5.698968#0.49999666#0.0
MZF1-AS1#5.698968#0.49999666#0.0
PLEKHB2#5.698968#0.49999672#0.0
HIST3H2A#5.698968#0.49999672#0.0
CTNNBIP1#5.698968#0.49999663#0.0
C1orf21#5.698968#0.4999967#0.0
GRAP#5.698968#0.4999968#0.0
AIG1#5.698968#0.49999675#0.0
C5orf24#5.698968#0.49999672#0.0
TMEM56-RWDD3#5.698968#0.49999672#0.0
TRIM31#5.698968#0.49999672#0.0
C12orf76#5.698968#0.49999672#0.0
GNG2#5.698968#0.49999666#0.0
RNF227#5.698968#0.49999672#0.0
CFP#5.698968#0.49999657#0.0
MAFB#5.698968#0.4999968#0.0
SLC25A51#5.698968#0.49999672#0.0
DYNLT1#5.698968#0.4999967#0.0
PCYT1B#5.698968#0.49999684#0.0
EMC4#5.698968#0.4999967#0.0
ACOT6#5.698968#0.49999663#0.0
CYP21A2#5.698968#0.49999666#0.0
COPS2#5.698968#0.49999663#0.0
KLF6#5.698968#0.49999684#0.0
NFYC#5.698968#0.49999684#0.0
RGPD6#5.698968#0.49999678#0.0
PLAC8#5.698968#0.49999678#0.0
FBXL14#5.698968#0.49999678#0.0
MRPL35#5.698968#0.49999678#0.0
MED18#5.698968#0.49999684#0.0
ACBD7#5.698968#0.49999684#0.0
TRAPPC3#5.698968#0.49999672#0.0
OR2A7#5.698968#0.4999965#0.0
SMIM19#5.698968#0.49999666#0.0
USP46#5.698968#0.4999967#0.0
ATF1#5.698968#0.4999967#0.0
PIP4P2#5.698968#0.49999666#0.0
TGFB2#5.698968#0.49999666#0.0
CACYBP#5.698968#0.49999666#0.0
REEP2#5.698968#0.49999657#0.0
JAM2#5.698968#0.4999967#0.0
GOLGA8J#5.698968#0.4999967#0.0
C1orf43#5.698968#0.49999672#0.0
HLA-F#5.698968#0.49999666#0.0
HIST1H4E#5.698968#0.4999967#0.0
ACTR3B#5.698968#0.4999967#0.0
OR5V1#5.698968#0.49999672#0.0
RPS4X#5.698968#0.4999967#0.0
UBE2B#5.698968#0.49999672#0.0
MBLAC2#5.698968#0.4999967#0.0
RNF146#5.698968#0.4999967#0.0
PKIG#5.698968#0.4999967#0.0
