#TV.1#TV.1_pos#TV.1_nag
VHLL#4.0188694#0.010443064#0.0
NUP62CL#4.0185847#0.010436213#0.0
RASD1#4.0185375#0.010435084#0.0
CENPM#4.018533#0.010434981#0.0
RAB9B#4.0185294#0.0104348855#0.0
ATP6AP1#4.018522#0.010434707#0.0
DNAJB4#4.018513#0.010434504#0.0
UBE2E3#4.018512#0.010434467#0.0
PAGE5#4.0185113#0.010434456#0.0
CALCB#4.0185018#0.010434223#0.0
DEFB128#4.0184937#0.010434029#0.0
DESI1#4.0184927#0.010434001#0.0
KRTAP19-8#4.018484#0.010433799#0.0
PPP2R2A#4.0181947#0.010426849#0.0
ACOT1#4.0181947#0.010426849#0.0
COA3#4.0181947#0.010426849#0.0
HSPB11#4.0181775#0.010426435#0.0
PCYT1B#4.018174#0.010426356#0.0
MAFB#4.018173#0.010426334#0.0
ACBD7#4.0181603#0.010426021#0.0
MED18#4.0181603#0.010426021#0.0
RAMMET#4.018152#0.0104258275#0.0
COPS5#4.018152#0.0104258275#0.0
CDK1#4.018152#0.0104258275#0.0
BCL2A1#4.0181513#0.010425807#0.0
RBPMS2#4.0181513#0.010425807#0.0
C5orf24#4.0181503#0.010425777#0.0
C12orf76#4.0181503#0.010425777#0.0
TRIM31#4.0181503#0.010425777#0.0
AIG1#4.01815#0.010425768#0.0
SUCLA2#4.0181475#0.0104257185#0.0
FBXW11#4.018143#0.010425612#0.0
FAM72A#4.018143#0.010425612#0.0
PLEKHB2#4.0181417#0.010425574#0.0
HIST3H2A#4.0181417#0.010425574#0.0
C1orf43#4.0181413#0.010425565#0.0
OR5V1#4.0181413#0.010425565#0.0
UBE2B#4.018141#0.010425555#0.0
ZDHHC9#4.01814#0.010425536#0.0
CSF3#4.01814#0.010425536#0.0
PIP4P2#4.018139#0.010425508#0.0
CACYBP#4.018139#0.010425508#0.0
TGFB2#4.018139#0.010425508#0.0
GNG2#4.018139#0.010425508#0.0
BTF3L4#4.018138#0.01042548#0.0
C8orf44#4.018138#0.01042548#0.0
SOD1#4.018138#0.01042548#0.0
RPA3#4.018136#0.010425443#0.0
HDAC2#4.018136#0.010425443#0.0
BCL2L15#4.0181346#0.0104254065#0.0
GRAP#4.0181346#0.0104254065#0.0
HLA-F#4.018134#0.010425397#0.0
RAB1B#4.018134#0.010425397#0.0
C5orf66#4.018134#0.010425397#0.0
PFDN2#4.018134#0.010425397#0.0
EMC4#4.0181336#0.010425388#0.0
DYNLT1#4.0181336#0.010425388#0.0
PKIG#4.018133#0.01042537#0.0
USP46#4.018133#0.01042537#0.0
RNF146#4.018133#0.01042537#0.0
MBLAC2#4.018133#0.01042537#0.0
CFP#4.018132#0.010425343#0.0
NFYC#4.0181303#0.010425307#0.0
KLF6#4.0181303#0.010425307#0.0
PLAC8#4.0181274#0.010425236#0.0
FBXL14#4.0181274#0.010425236#0.0
SLC25A51#4.0181246#0.010425166#0.0
TMEM56-RWDD3#4.0181246#0.010425166#0.0
RNF227#4.0181246#0.010425166#0.0
MRPL35#4.018124#0.010425158#0.0
OR2A7#4.018124#0.010425149#0.0
ABHD17C#4.018123#0.010425132#0.0
CTNNBIP1#4.018123#0.010425132#0.0
CCL19#4.0181227#0.010425123#0.0
TMEM219#4.0181227#0.010425123#0.0
ZNF22#4.0181227#0.010425123#0.0
ACTL6B#4.0181227#0.010425123#0.0
DUSP7#4.0181227#0.010425123#0.0
FAM72B#4.0181227#0.010425123#0.0
C1orf21#4.0181217#0.010425098#0.0
NDUFB3#4.0181217#0.010425098#0.0
JAM2#4.0181217#0.010425098#0.0
CYP21A2#4.0181212#0.010425089#0.0
REEP2#4.0181203#0.010425064#0.0
CDPF1#4.0181193#0.010425039#0.0
TRAPPC3#4.0181174#0.010424997#0.0
FOSL2#4.018116#0.010424956#0.0
HIST1H4E#4.018116#0.010424956#0.0
SS18#4.018116#0.010424956#0.0
RPS4X#4.018116#0.010424956#0.0
ATF1#4.018116#0.010424956#0.0
EIF5AL1#4.018116#0.010424956#0.0
ACTR3B#4.018116#0.010424956#0.0
HIST1H2BN#4.018111#0.01042485#0.0
SMIM19#4.018111#0.01042485#0.0
COPS2#4.0181093#0.010424794#0.0
ACOT6#4.0181093#0.010424794#0.0
GOLGA8J#4.0179477#0.010420922#0.0
GOLGA8R#4.0179477#0.010420922#0.0
MZF1-AS1#4.0179405#0.010420747#0.0
RGPD6#4.017884#0.010419383#0.0
