#房室瓣#房室瓣_pos#房室瓣_nag
PPTC7#4.0184703#0.010433465#0.0
MAFB#4.017951#0.010420997#0.0
C5orf58#4.0179505#0.010420991#0.0
NCALD#4.0179505#0.010420991#0.0
ZCCHC10#4.01795#0.010420971#0.0
DEFB134#4.01795#0.010420971#0.0
CXorf21#4.0179486#0.010420941#0.0
IKBKG#4.017946#0.010420867#0.0
HIST1H3F#4.017946#0.010420867#0.0
OTUD5#4.017946#0.010420872#0.0
TRPM1#4.017946#0.010420872#0.0
TFF1#4.0179453#0.010420858#0.0
SPATA9#4.0179453#0.010420863#0.0
BRS3#4.0179453#0.010420863#0.0
METTL2A#4.0179453#0.010420858#0.0
KMT5A#4.0179453#0.010420858#0.0
CDKN2D#4.0179453#0.010420863#0.0
ACBD7#4.017945#0.010420852#0.0
TMEM115#4.017945#0.010420848#0.0
MED18#4.017945#0.010420852#0.0
ACACA#4.017942#0.010420786#0.0
LHFPL1#4.017942#0.010420786#0.0
BCL2A1#4.017941#0.010420755#0.0
RBPMS2#4.017941#0.010420755#0.0
COPS5#4.017941#0.010420764#0.0
RAMMET#4.017941#0.010420764#0.0
CDK1#4.017941#0.010420764#0.0
TRIM31#4.0179405#0.010420741#0.0
C5orf24#4.0179405#0.010420741#0.0
C12orf76#4.0179405#0.010420741#0.0
AIG1#4.01794#0.010420736#0.0
METTL9#4.0179396#0.010420723#0.0
LOC100289561#4.0179396#0.010420723#0.0
SUCLA2#4.017939#0.010420714#0.0
IL15#4.0179386#0.010420696#0.0
GNGT1#4.0179386#0.0104207#0.0
PDZD11#4.0179386#0.0104207#0.0
HIST1H4K#4.0179386#0.010420696#0.0
SPOP#4.0179386#0.0104207#0.0
GRXCR1#4.0179377#0.010420682#0.0
FAM72A#4.017937#0.010420664#0.0
FBXW11#4.017937#0.010420664#0.0
CXCR5#4.0179367#0.010420651#0.0
BLOC1S6#4.0179367#0.010420651#0.0
BEX5#4.0179367#0.010420651#0.0
C1orf43#4.017936#0.010420643#0.0
UBE2B#4.017936#0.010420638#0.0
PLEKHB2#4.017936#0.010420647#0.0
HIST3H2A#4.017936#0.010420647#0.0
OR5V1#4.017936#0.010420643#0.0
ZDHHC9#4.0179358#0.01042063#0.0
CSF3#4.0179358#0.01042063#0.0
CACYBP#4.0179353#0.010420617#0.0
TGFB2#4.0179353#0.010420617#0.0
SNURF#4.0179353#0.010420617#0.0
APOLD1#4.0179353#0.010420617#0.0
PIP4P2#4.0179353#0.010420617#0.0
PRR7#4.0179353#0.010420617#0.0
HMGN3#4.0179353#0.010420617#0.0
GNG2#4.0179353#0.010420617#0.0
SREK1IP1#4.0179353#0.010420621#0.0
HIST1H2BD#4.0179353#0.010420621#0.0
PCBP1#4.017935#0.010420612#0.0
DRD1#4.017935#0.010420612#0.0
GABARAP#4.017935#0.010420612#0.0
C8orf44#4.0179343#0.010420604#0.0
SOD1#4.0179343#0.010420604#0.0
BTF3L4#4.0179343#0.010420604#0.0
RPA3#4.017934#0.010420587#0.0
HDAC2#4.017934#0.010420587#0.0
SDF2#4.017934#0.010420587#0.0
RTL8B#4.0179334#0.01042057#0.0
BCL2L15#4.0179334#0.01042057#0.0
GRAP#4.0179334#0.01042057#0.0
SPIN1#4.0179334#0.01042057#0.0
IZUMO1#4.0179334#0.01042057#0.0
RAB1B#4.017933#0.0104205655#0.0
RABAC1#4.017933#0.010420562#0.0
C5orf66#4.017933#0.0104205655#0.0
EMC4#4.017933#0.010420562#0.0
HLA-F#4.017933#0.0104205655#0.0
PFDN2#4.017933#0.0104205655#0.0
LAMTOR3#4.017933#0.010420562#0.0
DYNLT1#4.017933#0.010420562#0.0
YAF2#4.017933#0.010420562#0.0
USP46#4.0179324#0.010420553#0.0
MBLAC2#4.0179324#0.010420553#0.0
PKIG#4.0179324#0.010420553#0.0
RNF146#4.0179324#0.010420553#0.0
CFP#4.017932#0.010420541#0.0
MAP1LC3B2#4.017932#0.010420545#0.0
PIK3CA#4.017932#0.010420537#0.0
CHRNA7#4.017932#0.010420537#0.0
NFYC#4.0179315#0.0104205245#0.0
MSL1#4.0179315#0.010420533#0.0
H3.Y#4.0179315#0.010420533#0.0
PYDC2#4.0179315#0.010420533#0.0
SSU72#4.0179315#0.010420533#0.0
ESM1#4.0179315#0.010420533#0.0
KLF6#4.0179315#0.0104205245#0.0
TFF3#4.017931#0.010420512#0.0
PLAC8#4.01793#0.010420492#0.0
FBXL14#4.01793#0.010420492#0.0
HMGN1#4.01793#0.010420496#0.0
DNAJC5#4.01793#0.010420496#0.0
MRPL35#4.0179286#0.010420456#0.0
RNF227#4.0179286#0.010420459#0.0
TMEM56-RWDD3#4.0179286#0.010420459#0.0
SLC25A51#4.0179286#0.010420459#0.0
OR2A7#4.017928#0.010420452#0.0
ZNF22#4.0179276#0.01042044#0.0
CCL19#4.0179276#0.01042044#0.0
ACTL6B#4.0179276#0.01042044#0.0
ABHD17C#4.0179276#0.0104204435#0.0
DUSP7#4.0179276#0.01042044#0.0
FAM72B#4.0179276#0.01042044#0.0
TMEM219#4.0179276#0.01042044#0.0
CTNNBIP1#4.0179276#0.0104204435#0.0
CYP21A2#4.017927#0.010420424#0.0
ARHGEF9#4.017927#0.01042042#0.0
NDUFB3#4.017927#0.010420429#0.0
JAM2#4.017927#0.010420429#0.0
PTMS#4.017927#0.01042042#0.0
C1orf21#4.017927#0.010420429#0.0
TEX13C#4.017927#0.01042042#0.0
ANAPC16#4.0179267#0.0104204165#0.0
RAB5B#4.0179267#0.0104204165#0.0
REEP2#4.0179267#0.010420413#0.0
CDPF1#4.017926#0.010420401#0.0
SPANXN3#4.0179257#0.0104203895#0.0
C17orf112#4.0179257#0.0104203895#0.0
YPEL1#4.0179257#0.0104203895#0.0
TRAPPC3#4.0179253#0.010420382#0.0
ZFP92#4.017925#0.01042037#0.0
CALM2#4.017925#0.01042037#0.0
ACTR3B#4.0179243#0.010420362#0.0
HIST1H4E#4.0179243#0.010420362#0.0
RPS4X#4.0179243#0.010420362#0.0
FOSL2#4.0179243#0.010420362#0.0
ATF1#4.0179243#0.010420362#0.0
SS18#4.0179243#0.010420362#0.0
EIF5AL1#4.0179243#0.010420362#0.0
SMIM19#4.0179224#0.010420314#0.0
HIST1H2BN#4.0179224#0.010420314#0.0
ACOT6#4.0179214#0.010420289#0.0
COPS2#4.0179214#0.010420289#0.0
PSMA4#4.017915#0.010420125#0.0
GPHA2#4.017915#0.010420125#0.0
KRTAP9-3#4.017863#0.010418882#0.0
OR2A1#4.017863#0.010418882#0.0
OR2A42#4.017863#0.010418882#0.0
CHMP3#4.0178556#0.010418713#0.0
GSTT2#4.0178523#0.010418633#0.0
GSTT2B#4.0178523#0.010418633#0.0
TONSL-AS1#4.01785#0.010418569#0.0
TMPO-AS1#4.0178475#0.010418513#0.0
GOLGA8R#4.017847#0.010418508#0.0
GOLGA8J#4.017847#0.010418508#0.0
SPDYE2B#4.017846#0.010418484#0.0
SPDYE2#4.017846#0.010418484#0.0
FXYD2#4.0178437#0.0104184225#0.0
MZF1-AS1#4.0178437#0.010418428#0.0
WFDC13#4.0178437#0.0104184225#0.0
RGPD6#4.017818#0.010417801#0.0
