#房室瓣#房室瓣_pos#房室瓣_nag
PPTC7#4.0184703#0.010433465#0.0
FKBP14#4.0183234#0.010429941#0.0
CXCL1#4.018304#0.010429473#0.0
STK4#4.0183#0.010429377#0.0
C1orf52#4.018299#0.01042935#0.0
PIAS1#4.0182943#0.010429239#0.0
OR13C2#4.0182877#0.010429075#0.0
VHLL#4.018273#0.010428724#0.0
ZNF275#4.0182586#0.010428381#0.0
NUP62CL#4.0181413#0.010425566#0.0
OTOS#4.018141#0.010425549#0.0
TRAPPC6B#4.018141#0.0104255555#0.0
MRPL48#4.018134#0.010425395#0.0
MAX#4.018132#0.010425349#0.0
SAMD5#4.018131#0.010425316#0.0
ARL15#4.018127#0.010425227#0.0
ZBTB2#4.018125#0.0104251765#0.0
TRMT2B#4.018124#0.010425154#0.0
KCNE1#4.0181236#0.010425147#0.0
B3GNT2#4.018123#0.010425135#0.0
MRPL14#4.0181212#0.010425089#0.0
ATP5MG#4.0181203#0.010425063#0.0
RASD1#4.01812#0.010425047#0.0
CENPM#4.018118#0.0104249995#0.0
SPSB4#4.018117#0.010424983#0.0
RAB9B#4.018116#0.010424956#0.0
Mar_03#4.018115#0.010424939#0.0
HIST1H2BJ#4.018115#0.0104249315#0.0
MAP7D2#4.0181146#0.010424923#0.0
SPDYE16#4.0181146#0.010424927#0.0
PPM1G#4.018113#0.010424885#0.0
ATP6AP1#4.0181127#0.010424874#0.0
PDK1#4.0181127#0.010424873#0.0
C17orf67#4.0181108#0.010424836#0.0
DNAJB4#4.0181084#0.01042478#0.0
PAGE5#4.018108#0.010424758#0.0
EMP3#4.0181074#0.010424755#0.0
UBE2E3#4.0181065#0.010424735#0.0
MED19#4.0181065#0.010424733#0.0
IMMP1L#4.0181046#0.010424689#0.0
KRBOX1#4.018104#0.010424677#0.0
CALCB#4.018103#0.010424651#0.0
PAX1#4.018101#0.010424598#0.0
DEFB128#4.0180993#0.010424562#0.0
SHISAL2B#4.018099#0.010424545#0.0
DESI1#4.018099#0.010424549#0.0
UBTD2#4.0180984#0.010424533#0.0
KRTAP19-8#4.018095#0.010424456#0.0
DAP#4.018094#0.0104244305#0.0
AGR2#4.018094#0.010424433#0.0
KRTAP13-3#4.017978#0.010421645#0.0
TEX12#4.0179667#0.010421379#0.0
TIMM9#4.017964#0.010421308#0.0
FOXD4L3#4.017964#0.010421308#0.0
SRGAP2B#4.017964#0.010421308#0.0
APOC3#4.017964#0.010421308#0.0
OTX2#4.0179625#0.010421268#0.0
FAM50A#4.0179625#0.010421268#0.0
PPP2R2A#4.017961#0.010421233#0.0
COA3#4.017961#0.010421233#0.0
ACOT1#4.017961#0.010421233#0.0
SRGAP2C#4.0179586#0.010421177#0.0
ADAT2#4.0179543#0.01042108#0.0
BAG5#4.0179534#0.0104210535#0.0
CTSG#4.0179534#0.0104210535#0.0
CDK2AP2#4.017953#0.010421048#0.0
HSPB11#4.017953#0.010421043#0.0
PDXDC1#4.017953#0.010421043#0.0
MAGEH1#4.017953#0.010421043#0.0
PCYT1B#4.0179515#0.010421007#0.0
