#AVSD.1#AVSD.1_pos#AVSD.1_nag
URM1#4.0187716#0.010440712#0.0
ZNF81#4.018437#0.0104326615#0.0
LSAMP#4.0184317#0.010432534#0.0
RPL8#4.018415#0.01043214#0.0
BATF#4.0184073#0.01043195#0.0
CYTH1#4.0183954#0.010431666#0.0
HIST1H2BC#4.018395#0.010431659#0.0
BLOC1S1#4.018393#0.010431614#0.0
KLF7#4.0183926#0.010431599#0.0
SIAH2#4.0183816#0.010431341#0.0
UCHL1#4.0183783#0.010431258#0.0
IDI1#4.0183706#0.010431069#0.0
RPL37A#4.018368#0.010431003#0.0
TEX12#4.0181303#0.010425303#0.0
TAS2R46#4.01813#0.010425293#0.0
SF3B5#4.01813#0.010425293#0.0
VAPB#4.018114#0.010424911#0.0
TMSB15A#4.018114#0.010424911#0.0
ADAT2#4.018108#0.010424766#0.0
CTSG#4.018106#0.010424718#0.0
BAG5#4.018106#0.010424718#0.0
CDK2AP2#4.0181055#0.010424709#0.0
PRPS2#4.0181055#0.010424709#0.0
C5orf58#4.018101#0.0104246065#0.0
NCALD#4.018101#0.0104246065#0.0
IGFL1#4.0181007#0.010424597#0.0
LOC107984974#4.0181#0.01042457#0.0
RBP2#4.0181#0.01042457#0.0
CXorf21#4.0180974#0.010424516#0.0
HIST1H3F#4.018092#0.010424384#0.0
IKBKG#4.018092#0.010424384#0.0
MAP1LC3A#4.0180917#0.010424375#0.0
RGS1#4.018091#0.010424358#0.0
MFAP4#4.018091#0.010424358#0.0
CPLX3#4.018091#0.010424358#0.0
GRB2#4.0180902#0.01042434#0.0
C20orf202#4.0180893#0.010424315#0.0
POTED#4.0180893#0.010424315#0.0
HHLA3#4.0180883#0.01042429#0.0
MMP24OS#4.0180836#0.010424181#0.0
CALM3#4.018083#0.010424164#0.0
DEFB109B#4.018082#0.010424148#0.0
KCNA1#4.018082#0.010424148#0.0
FAM110B#4.018082#0.010424148#0.0
OR1J4#4.01808#0.010424099#0.0
HSFX4#4.0180798#0.010424083#0.0
MT1F#4.0180793#0.010424076#0.0
VDAC3#4.0180793#0.010424076#0.0
NUDT5#4.0180793#0.010424076#0.0
MED7#4.0180793#0.010424076#0.0
TMEM182#4.0180793#0.010424076#0.0
FAM86B1#4.0180783#0.010424059#0.0
HIST1H3C#4.0180774#0.010424036#0.0
SF3B4#4.0180774#0.010424036#0.0
IFITM1#4.0180774#0.010424036#0.0
MYL12B#4.018076#0.010423996#0.0
ARF5#4.0180755#0.010423981#0.0
TGFB2#4.0180736#0.010423934#0.0
KRTAP12-3#4.0180736#0.010423942#0.0
SNURF#4.0180736#0.010423934#0.0
HMGN3#4.0180736#0.010423934#0.0
APOLD1#4.0180736#0.010423934#0.0
CACYBP#4.0180736#0.010423934#0.0
PRR7#4.0180736#0.010423934#0.0
GNG2#4.0180736#0.010423934#0.0
PIP4P2#4.0180736#0.010423934#0.0
CENPS#4.0180717#0.010423894#0.0
GOLGA7#4.0180707#0.010423873#0.0
NLRP2B#4.0180697#0.010423849#0.0
ITGB3BP#4.0180697#0.010423849#0.0
HYPK#4.0180697#0.010423849#0.0
RABAC1#4.0180693#0.010423834#0.0
YAF2#4.0180693#0.010423834#0.0
LOC101928436#4.0180693#0.010423834#0.0
ACTC1#4.0180693#0.010423834#0.0
LAMTOR3#4.0180693#0.010423834#0.0
CDC42#4.018067#0.010423782#0.0
C16orf87#4.018067#0.010423782#0.0
TFF3#4.0180655#0.010423746#0.0
HMGN1#4.0180645#0.010423716#0.0
DNAJC5#4.0180645#0.010423716#0.0
WNT6#4.0180626#0.01042368#0.0
ALKBH5#4.018061#0.010423644#0.0
NAA50#4.018061#0.010423644#0.0
GJA9#4.018061#0.010423644#0.0
SLC25A44#4.018061#0.010423644#0.0
POLR2J#4.018061#0.010423644#0.0
TCTEX1D1#4.018061#0.010423644#0.0
RAP2A#4.0180607#0.0104236305#0.0
NPPC#4.0180607#0.0104236305#0.0
LYRM7#4.01806#0.010423623#0.0
C11orf96#4.01806#0.010423623#0.0
QKI#4.01806#0.010423623#0.0
RHOB#4.01806#0.010423623#0.0
BCL2L2#4.0179224#0.01042031#0.0
RFLNA#4.01792#0.010420257#0.0
ZNF664-RFLNA#4.01792#0.010420257#0.0
LOC104968399#4.0179152#0.0104201455#0.0
SPDYE2B#4.017914#0.010420101#0.0
SPDYE2#4.017914#0.010420101#0.0
KCNIP2-AS1#4.0179114#0.01042005#0.0
