#心外#心外_pos#心外_nag
ZNF385D#4.0184765#0.010433616#0.0
PDIK1L#4.018038#0.010423087#0.0
CCDC85B#4.018038#0.01042308#0.0
OR10AC1#4.018038#0.010423087#0.0
PRMT1#4.018038#0.010423085#0.0
MMGT1#4.0180373#0.010423069#0.0
LAS1L#4.018037#0.010423062#0.0
BLOC1S1#4.018037#0.010423063#0.0
TSPAN17#4.018036#0.010423035#0.0
PPM1G#4.018036#0.010423041#0.0
TAF13#4.018036#0.010423037#0.0
CRIPT#4.018035#0.010423009#0.0
UBA5#4.018035#0.010423019#0.0
CACNG2#4.018035#0.010423013#0.0
MLF2#4.018035#0.010423016#0.0
MYF5#4.0180345#0.010423002#0.0
PRCD#4.018034#0.010422988#0.0
PTGES3#4.018034#0.010422991#0.0
RPL15#4.018033#0.010422962#0.0
KLRC4#4.018032#0.010422947#0.0
SIAH2#4.018032#0.010422945#0.0
LOC102724265#4.0180316#0.010422928#0.0
DTD2#4.018031#0.010422919#0.0
ABHD13#4.018031#0.010422924#0.0
UCHL1#4.0180306#0.010422909#0.0
FAM183A#4.01803#0.010422892#0.0
LTC4S#4.0180297#0.010422882#0.0
IMMP1L#4.0180297#0.010422888#0.0
SYNGR3#4.0180297#0.010422882#0.0
PRKACB#4.0180264#0.010422804#0.0
PITX1#4.0180264#0.010422802#0.0
THTPA#4.018026#0.010422799#0.0
PPP1R3C#4.018026#0.0104228#0.0
NNAT#4.018025#0.010422772#0.0
RPL24#4.0180197#0.01042265#0.0
USP18#4.0180163#0.010422568#0.0
RBAK-RBAKDN#4.017972#0.0104215015#0.0
SNRNP27#4.0179234#0.010420338#0.0
TEX12#4.017922#0.010420295#0.0
RNF7#4.017916#0.010420164#0.0
TXNRD3NB#4.0179157#0.010420151#0.0
ZSCAN4#4.0179157#0.010420151#0.0
FXYD7#4.017915#0.01042013#0.0
KCNJ8#4.017914#0.0104201#0.0
ARF4#4.017913#0.010420078#0.0
CRCP#4.017913#0.010420078#0.0
RAB3A#4.017913#0.010420078#0.0
DDA1#4.017913#0.010420078#0.0
CTSG#4.017911#0.010420041#0.0
BAG5#4.017911#0.010420041#0.0
CDK2AP2#4.017911#0.010420037#0.0
HSPB11#4.017911#0.010420033#0.0
NKRF#4.0179105#0.010420021#0.0
LLPH#4.0179105#0.010420025#0.0
PCYT1B#4.0179095#0.010420005#0.0
NCALD#4.017909#0.010419993#0.0
C5orf58#4.017909#0.010419993#0.0
IGFL1#4.017909#0.010419989#0.0
MAFB#4.017909#0.010419996#0.0
HIST1H4H#4.0179086#0.010419977#0.0
BANF2#4.0179086#0.010419981#0.0
UCMA#4.0179086#0.010419981#0.0
UBE2E2#4.0179086#0.010419981#0.0
E2F6#4.0179086#0.010419981#0.0
F2R#4.017908#0.010419969#0.0
MRPS21#4.017908#0.010419969#0.0
PITHD1#4.017908#0.010419969#0.0
INSYN1#4.017908#0.010419969#0.0
CXorf21#4.0179076#0.010419954#0.0
PFDN4#4.0179067#0.01041993#0.0
SKP1#4.0179067#0.01041993#0.0
SCN4B#4.0179067#0.01041993#0.0
HIST1H2BK#4.0179067#0.010419934#0.0
NUTM2A#4.017906#0.010419923#0.0
SMC1A#4.017906#0.010419919#0.0
CBX6#4.017906#0.010419919#0.0
FAM24A#4.0179057#0.010419911#0.0
UBE2T#4.0179057#0.010419911#0.0
IKBKG#4.017905#0.010419896#0.0
HIST1H3F#4.017905#0.010419896#0.0
SHTN1#4.017905#0.010419903#0.0
MTRNR2L9#4.017905#0.010419903#0.0
DESI2#4.017905#0.0104199#0.0
CPLX3#4.0179048#0.010419885#0.0
CDKN2D#4.0179048#0.010419892#0.0
RGS1#4.0179048#0.010419885#0.0
MFAP4#4.0179048#0.010419885#0.0
MAP1LC3A#4.0179048#0.010419892#0.0
SPATA9#4.0179048#0.010419892#0.0
BRS3#4.0179048#0.010419892#0.0
TMEM115#4.0179043#0.010419881#0.0
GRB2#4.0179043#0.010419877#0.0
UBE2L5#4.0179043#0.0104198735#0.0
PPAT#4.0179043#0.0104198735#0.0
ERAS#4.0179043#0.010419877#0.0
RERG#4.0179043#0.010419877#0.0
USP17L3#4.0179043#0.010419877#0.0
C6orf62#4.0179043#0.010419877#0.0
PPIH#4.0179043#0.010419877#0.0
IL22#4.017904#0.010419866#0.0
COMMD2#4.017904#0.010419862#0.0
BOD1#4.017904#0.010419862#0.0
CCL2#4.017904#0.010419862#0.0
ERH#4.017904#0.01041987#0.0
C20orf202#4.017904#0.010419866#0.0
POTED#4.017904#0.010419866#0.0
PCLAF#4.017904#0.010419866#0.0
HHLA3#4.0179033#0.010419855#0.0
TENT5D#4.017903#0.010419847#0.0
VMAC#4.017903#0.010419847#0.0
EIF4EBP3#4.0179024#0.010419835#0.0
OR2J1#4.0179014#0.010419812#0.0
UQCR10#4.0179014#0.010419808#0.0
BOLA3#4.0179014#0.010419805#0.0
LSM5#4.0179014#0.010419805#0.0
SPIN3#4.0179014#0.010419805#0.0
MMP24OS#4.0179014#0.010419808#0.0
FAM110B#4.017901#0.010419793#0.0
DEFB109B#4.017901#0.010419793#0.0
KCNA1#4.017901#0.010419793#0.0
INSIG2#4.017901#0.010419797#0.0
ACTL6A#4.0179005#0.010419783#0.0
TMX1#4.0179005#0.010419783#0.0
RBM22#4.0179005#0.010419783#0.0
ACTR1A#4.0179005#0.010419783#0.0
FOSB#4.0179#0.010419769#0.0
GREM2#4.0179#0.010419769#0.0
HMHB1#4.0178995#0.0104197655#0.0
KCTD5#4.0178995#0.010419762#0.0
HSFX4#4.0178995#0.0104197655#0.0
TAC1#4.0178995#0.0104197655#0.0
ARPC5L#4.0178995#0.0104197655#0.0
PRRG4#4.0178995#0.010419759#0.0
FAM86B1#4.017899#0.010419755#0.0
CHIC2#4.017899#0.010419749#0.0
PPP1R2C#4.017899#0.0104197515#0.0
GPR85#4.017899#0.0104197515#0.0
GUCA1A#4.017899#0.010419755#0.0
CLNS1A#4.017899#0.010419749#0.0
HIST1H2BL#4.0178986#0.0104197385#0.0
ZFY#4.0178986#0.0104197385#0.0
PARD6G#4.0178986#0.0104197385#0.0
CNIH4#4.0178986#0.0104197385#0.0
ABRACL#4.0178986#0.0104197385#0.0
POMP#4.0178986#0.0104197385#0.0
EGR3#4.0178986#0.010419745#0.0
GJD2#4.0178986#0.010419745#0.0
HIGD2A#4.0178986#0.0104197385#0.0
ZAR1L#4.0178986#0.010419745#0.0
GNA13#4.0178986#0.010419745#0.0
HIST3H2A#4.017898#0.0104197245#0.0
PLEKHB2#4.017898#0.0104197245#0.0
GPR101#4.0178976#0.010419721#0.0
PAGE1#4.0178976#0.010419721#0.0
SNRPA1#4.0178976#0.010419721#0.0
FGF19#4.0178976#0.010419721#0.0
GTF2H5#4.0178976#0.010419714#0.0
EXOSC1#4.0178976#0.010419714#0.0
TIMM8B#4.0178976#0.010419718#0.0
DRG2#4.0178976#0.010419714#0.0
CENPS#4.0178976#0.010419713#0.0
DPM3#4.0178976#0.010419721#0.0
PON2#4.0178976#0.010419718#0.0
TMEM159#4.0178976#0.010419718#0.0
HIST1H2BD#4.017897#0.010419704#0.0
PTH#4.017897#0.010419704#0.0
SMIM10L2B#4.017897#0.010419708#0.0
APOLD1#4.017897#0.010419701#0.0
HMGN3#4.017897#0.010419701#0.0
PRR7#4.017897#0.010419701#0.0
BHLHA9#4.017897#0.010419708#0.0
SMCP#4.017897#0.010419711#0.0
MUC21#4.017897#0.010419708#0.0
SREK1IP1#4.017897#0.010419704#0.0
SNURF#4.017897#0.010419701#0.0
C16orf72#4.017897#0.010419711#0.0
CACYBP#4.017897#0.010419701#0.0
GNG2#4.017897#0.010419701#0.0
TGFB2#4.017897#0.010419701#0.0
PIP4P2#4.017897#0.010419701#0.0
KRT34#4.0178967#0.010419694#0.0
TMEM150B#4.0178967#0.010419694#0.0
FAM219A#4.0178967#0.010419694#0.0
DRD1#4.0178967#0.0104196975#0.0
PCBP1#4.0178967#0.0104196975#0.0
NPY4R#4.0178967#0.010419694#0.0
GABARAP#4.0178967#0.0104196975#0.0
MRPS36#4.0178967#0.010419694#0.0
CRKL#4.0178967#0.0104196975#0.0
MMD#4.0178967#0.0104196975#0.0
ASB7#4.017896#0.010419687#0.0
SDF2#4.017896#0.010419678#0.0
BLOC1S2#4.017896#0.010419684#0.0
ERICH4#4.0178957#0.0104196705#0.0
GOLGA7#4.0178957#0.010419674#0.0
OLFM1#4.0178957#0.0104196705#0.0
CARD18#4.017895#0.010419664#0.0
NLRP2B#4.017895#0.010419664#0.0
HYPK#4.017895#0.010419664#0.0
ITGB3BP#4.017895#0.010419664#0.0
HMSD#4.017895#0.010419655#0.0
ACTC1#4.017895#0.010419657#0.0
LOC101928436#4.017895#0.010419657#0.0
SPIN1#4.017895#0.010419664#0.0
PAQR3#4.017895#0.010419664#0.0
PFDN2#4.017895#0.010419661#0.0
RTL8B#4.017895#0.010419664#0.0
RAB1B#4.017895#0.010419661#0.0
IZUMO1#4.017895#0.010419664#0.0
C5orf66#4.017895#0.010419661#0.0
CCL23#4.017895#0.010419664#0.0
TMEM45A#4.017895#0.010419664#0.0
GALP#4.0178947#0.010419644#0.0
FADS3#4.0178947#0.010419644#0.0
NUDT10#4.0178947#0.010419644#0.0
FAM199X#4.0178943#0.010419642#0.0
CA7#4.0178943#0.010419642#0.0
PIK3CA#4.0178943#0.010419639#0.0
C16orf87#4.0178943#0.010419635#0.0
CDC42#4.0178943#0.010419635#0.0
SOX12#4.0178943#0.010419642#0.0
CHRNA7#4.0178943#0.010419639#0.0
H2AFY#4.017894#0.010419622#0.0
HAMP#4.0178933#0.01041961#0.0
TFF3#4.0178933#0.010419619#0.0
PLAC8#4.017893#0.010419603#0.0
FBXL14#4.017893#0.010419603#0.0
HMGN1#4.017893#0.010419606#0.0
DNAJC5#4.017893#0.010419606#0.0
EIF1AX#4.0178924#0.010419594#0.0
WNT6#4.0178924#0.01041959#0.0
PCNA#4.017892#0.010419581#0.0
TSPAN31#4.017892#0.010419581#0.0
DEFB110#4.017892#0.010419581#0.0
CARNMT1#4.0178914#0.010419572#0.0
RHOB#4.0178914#0.010419566#0.0
C11orf96#4.0178914#0.010419566#0.0
PPCS#4.0178914#0.010419569#0.0
GNRH1#4.0178914#0.010419572#0.0
PSMA6#4.017891#0.010419562#0.0
PHRF1#4.017891#0.010419562#0.0
WNT3A#4.017891#0.010419562#0.0
SMIM12#4.017891#0.010419562#0.0
CXorf56#4.017891#0.010419562#0.0
CLDN34#4.017891#0.010419554#0.0
NEUROG3#4.0178905#0.010419548#0.0
FXYD1#4.0178905#0.010419548#0.0
PATE4#4.01789#0.010419538#0.0
LHFPL6#4.01789#0.010419538#0.0
IFNGR2#4.01789#0.010419538#0.0
CXCR4#4.0178895#0.010419526#0.0
RAB33A#4.0178895#0.010419521#0.0
C11orf52#4.0178895#0.010419521#0.0
CPEB4#4.0178895#0.010419521#0.0
FOSL2#4.0178885#0.010419503#0.0
SS18#4.0178885#0.010419503#0.0
EIF5AL1#4.0178885#0.010419503#0.0
GPR88#4.0178857#0.010419436#0.0
SPACA4#4.0178857#0.010419436#0.0
TMEM101#4.0178857#0.010419436#0.0
RAB6A#4.0178857#0.01041943#0.0
RPS14#4.0178857#0.010419436#0.0
MORN2#4.0178857#0.010419436#0.0
MSGN1#4.0178804#0.010419302#0.0
DYNLL1#4.0178804#0.010419302#0.0
STK3#4.0178804#0.010419306#0.0
PHYHIP#4.0178804#0.010419306#0.0
SPATA19#4.0178804#0.010419302#0.0
SNAPC5#4.0178804#0.010419306#0.0
YWHAG#4.0178804#0.010419302#0.0
RPL36#4.017863#0.010418885#0.0
LOC100131047#4.017831#0.01041812#0.0
RFLNA#4.0178304#0.010418106#0.0
ZNF664-RFLNA#4.0178304#0.010418106#0.0
CFC1B#4.01783#0.010418097#0.0
CFC1#4.01783#0.010418097#0.0
LOC100130452#4.017829#0.010418071#0.0
SULT1A4#4.0178285#0.010418063#0.0
SULT1A3#4.0178285#0.010418063#0.0
LOC104968399#4.0178285#0.0104180565#0.0
SPDYE2B#4.0178275#0.010418037#0.0
SPDYE2#4.0178275#0.010418037#0.0
SPACA5#4.017827#0.010418018#0.0
SPACA5B#4.017827#0.010418018#0.0
KLHL23#4.0178266#0.010418014#0.0
FMC1#4.0178266#0.010418013#0.0
PHOSPHO2-KLHL23#4.0178266#0.010418014#0.0
TSPEAR-AS1#4.0178256#0.010417988#0.0
LOC105369438#4.0178213#0.010417881#0.0
RGPD6#4.0178056#0.010417505#0.0
