#流出道大动脉水平#流出道大动脉水平_pos#流出道大动脉水平_nag
CNKSR3#4.0186453#0.010437674#0.0
SLC35F4#4.0185895#0.010436327#0.0
FAM162A#4.0184813#0.010433725#0.0
RASGEF1A#4.0184636#0.010433307#0.0
RTKN#4.018456#0.010433124#0.0
MCCC2#4.018393#0.010431611#0.0
LYZL4#4.0183873#0.01043147#0.0
MIA#4.0183387#0.0104303025#0.0
EWSR1#4.018336#0.010430237#0.0
FAM177A1#4.0183287#0.010430061#0.0
CRLS1#4.018324#0.010429955#0.0
PCID2#4.018289#0.010429118#0.0
ARHGAP1#4.0182858#0.01042904#0.0
GSTK1#4.01828#0.010428899#0.0
EFEMP2#4.0182786#0.010428867#0.0
CTPS1#4.018278#0.010428851#0.0
RTL5#4.018275#0.010428768#0.0
GLE1#4.018272#0.010428706#0.0
FBXL2#4.018264#0.010428508#0.0
ZNF688#4.018256#0.010428323#0.0
GLRA3#4.0182543#0.010428283#0.0
MRPS35#4.018219#0.010427433#0.0
IFNA8#4.0182185#0.010427417#0.0
CSRNP3#4.018218#0.010427404#0.0
MDM2#4.018214#0.010427315#0.0
CCHCR1#4.018214#0.010427314#0.0
DBX2#4.0182137#0.010427303#0.0
RPS2#4.0182104#0.010427221#0.0
ALDOA#4.01821#0.0104272105#0.0
ARG2#4.01821#0.010427212#0.0
TSGA13#4.0182047#0.010427083#0.0
TMEM140#4.0182037#0.01042707#0.0
ADPRHL2#4.0182033#0.010427049#0.0
F11R#4.0182014#0.010427007#0.0
PRG3#4.018201#0.010426997#0.0
RNASE10#4.018197#0.0104269#0.0
HMGB1#4.0181956#0.010426876#0.0
SOCS5#4.0181956#0.010426873#0.0
RNF114#4.0181947#0.010426843#0.0
PSMD13#4.0181932#0.010426809#0.0
ADK#4.018193#0.010426802#0.0
CRADD#4.0181913#0.010426772#0.0
GJE1#4.01819#0.010426728#0.0
OR52Z1#4.0181894#0.01042672#0.0
GRINA#4.0181794#0.010426481#0.0
HM13#4.0181627#0.010426081#0.0
HIST1H2AB#4.0181603#0.010426024#0.0
NAA38#4.0181546#0.010425891#0.0
OR1N2#4.0181546#0.010425881#0.0
RSPO1#4.0181518#0.010425814#0.0
ZNF543#4.01815#0.010425775#0.0
ZNF567#4.0181484#0.010425732#0.0
OR2K2#4.0181484#0.010425733#0.0
SPATA2#4.018145#0.010425659#0.0
ACVR2B#4.018145#0.010425651#0.0
SGMS2#4.0181446#0.01042565#0.0
CDK9#4.018144#0.010425634#0.0
GNB2#4.018142#0.010425587#0.0
HIST1H2BB#4.0181417#0.010425582#0.0
OR5B21#4.0181417#0.01042558#0.0
ELK1#4.0181413#0.010425568#0.0
CYB5R1#4.0181403#0.010425542#0.0
PSMB1#4.0181394#0.010425515#0.0
RCE1#4.0181394#0.010425521#0.0
LRG1#4.0181365#0.010425447#0.0
TM7SF3#4.0181346#0.0104254065#0.0
TSEN15#4.018134#0.010425393#0.0
SLITRK2#4.0181327#0.010425354#0.0
TBC1D13#4.018132#0.01042535#0.0
ATP6V1A#4.018132#0.010425347#0.0
OOSP2#4.018132#0.010425342#0.0
PPP1R12A#4.0181317#0.010425337#0.0
GPR18#4.0181293#0.010425284#0.0
TMEM42#4.018111#0.010424844#0.0
KRTAP20-1#4.0180955#0.010424467#0.0
NADK2#4.018095#0.010424458#0.0
FKBP11#4.0180945#0.010424444#0.0
AP2B1#4.018092#0.010424385#0.0
GPR87#4.01809#0.010424331#0.0
UBALD2#4.0180893#0.010424321#0.0
DPH5#4.018087#0.010424259#0.0
HIBCH#4.0180864#0.010424247#0.0
SPINK14#4.018086#0.0104242405#0.0
SENP3#4.0180855#0.010424224#0.0
LBX1#4.0180845#0.010424205#0.0
LOC100506422#4.018084#0.010424197#0.0
PANX2#4.018084#0.010424189#0.0
OR1J2#4.0180836#0.010424186#0.0
DUSP19#4.018083#0.010424166#0.0
OR1S1#4.018083#0.010424166#0.0
RNPC3#4.018082#0.010424147#0.0
NAA15#4.018082#0.010424146#0.0
ARG1#4.018082#0.010424148#0.0
C4orf17#4.0180817#0.010424129#0.0
TEAD3#4.018081#0.0104241185#0.0
Sep_11#4.018081#0.010424122#0.0
HMGA2#4.0180807#0.010424106#0.0
FUOM#4.01808#0.010424094#0.0
FAIM#4.0180798#0.010424092#0.0
PQBP1#4.0180798#0.010424088#0.0
BCL2L10#4.0180798#0.010424084#0.0
FOXG1#4.0180793#0.010424072#0.0
DUSP1#4.018079#0.010424068#0.0
CTAGE6#4.018079#0.010424071#0.0
RNF166#4.018079#0.010424061#0.0
TMEM192#4.0180783#0.010424059#0.0
MSMP#4.0180783#0.0104240505#0.0
CD86#4.0180783#0.010424049#0.0
SLC7A10#4.0180783#0.010424056#0.0
IFI44L#4.018078#0.010424047#0.0
DDX23#4.018078#0.010424047#0.0
