#半月瓣#半月瓣_pos#半月瓣_nag
DGLUCY#4.0190825#0.010448188#0.0
DTX1#4.0186315#0.01043734#0.0
ADCYAP1R1#4.018503#0.010434255#0.0
RRM1#4.018501#0.010434203#0.0
PSAT1#4.018368#0.010431009#0.0
LRRC47#4.018362#0.010430864#0.0
SPAST#4.0183496#0.010430571#0.0
GINS3#4.018347#0.010430496#0.0
PTCD2#4.018346#0.010430479#0.0
NPY2R#4.0183444#0.01043044#0.0
QRFP#4.0183434#0.010430421#0.0
ABHD11#4.0183315#0.010430139#0.0
C11orf94#4.018331#0.0104301255#0.0
CENPW#4.0182905#0.010429143#0.0
CSRNP3#4.0182853#0.010429017#0.0
PQLC2#4.018272#0.0104287015#0.0
PLEKHA2#4.0182686#0.010428626#0.0
FN3KRP#4.0182657#0.010428553#0.0
CREBRF#4.0182295#0.010427684#0.0
Sep_03#4.0182257#0.010427589#0.0
WDR24#4.018218#0.010427404#0.0
TNMD#4.0182095#0.010427203#0.0
RSPO1#4.018209#0.010427196#0.0
CRP#4.0182037#0.01042707#0.0
SPATA2#4.018202#0.010427017#0.0
SDHB#4.018202#0.010427014#0.0
EYA3#4.0182004#0.010426985#0.0
RIMS3#4.018199#0.01042695#0.0
GUCY1A2#4.018198#0.010426924#0.0
ELK1#4.0181975#0.010426911#0.0
CYB5R1#4.018196#0.010426881#0.0
PDZD4#4.018192#0.010426776#0.0
LRG1#4.018192#0.010426774#0.0
TM7SF3#4.01819#0.010426727#0.0
NHEJ1#4.018184#0.01042659#0.0
CDH7#4.0181437#0.010425618#0.0
ZNF689#4.018143#0.010425614#0.0
RAB25#4.018142#0.010425586#0.0
VTCN1#4.018141#0.010425558#0.0
TM9SF1#4.0181365#0.010425453#0.0
FAAP24#4.018136#0.010425434#0.0
RUNDC1#4.018133#0.010425371#0.0
CTSF#4.018133#0.010425376#0.0
OR1J2#4.0181313#0.0104253255#0.0
SPATA31D3#4.018131#0.010425309#0.0
MBD3L1#4.0181303#0.010425306#0.0
LAP3#4.01813#0.010425293#0.0
PEX5L#4.018129#0.01042527#0.0
HMGA2#4.0181274#0.010425232#0.0
FUOM#4.0181265#0.010425216#0.0
CTAGE6#4.0181255#0.010425191#0.0
DUSP1#4.0181255#0.010425186#0.0
NAP1L3#4.0181246#0.010425169#0.0
CD86#4.0181246#0.010425166#0.0
CDC42EP2#4.018124#0.010425155#0.0
ANXA2R#4.0181236#0.010425141#0.0
CD79B#4.018123#0.010425134#0.0
CELF6#4.018123#0.010425134#0.0
TGFB3#4.018122#0.010425112#0.0
FAM162B#4.018122#0.010425112#0.0
NDUFB11#4.0181212#0.010425089#0.0
GLOD5#4.01812#0.01042505#0.0
HNRNPU#4.0181193#0.010425035#0.0
SLC16A12#4.0181193#0.010425033#0.0
SPATA8#4.018119#0.010425021#0.0
DCUN1D4#4.018119#0.010425023#0.0
KCNF1#4.0181174#0.010424995#0.0
LRRC4B#4.0181155#0.010424943#0.0
SOX11#4.0180917#0.010424374#0.0
LACRT#4.0180807#0.010424114#0.0
CWC15#4.0180717#0.010423894#0.0
OR8H3#4.0180707#0.010423868#0.0
SMPX#4.0180693#0.010423836#0.0
CYP27C1#4.018068#0.010423803#0.0
DCUN1D1#4.0180655#0.010423742#0.0
IQCK#4.018064#0.010423708#0.0
GNPDA1#4.0180635#0.010423694#0.0
CXCL12#4.018063#0.010423689#0.0
PFDN5#4.018062#0.010423663#0.0
OTUB1#4.018061#0.010423647#0.0
DIRAS3#4.0180607#0.010423632#0.0
NAXE#4.0180607#0.0104236305#0.0
FAM43A#4.0180607#0.010423635#0.0
VASH1#4.0180607#0.010423635#0.0
TMEM30A#4.018059#0.010423585#0.0
SYT3#4.0180583#0.010423571#0.0
NCR3LG1#4.018058#0.010423566#0.0
CHIC1#4.0180573#0.010423552#0.0
OR5H2#4.018057#0.010423536#0.0
CORO2B#4.018056#0.010423516#0.0
NR4A3#4.0180554#0.010423501#0.0
SPINT2#4.0180554#0.010423502#0.0
CRYAB#4.0180545#0.010423481#0.0
EIF2D#4.0180545#0.010423476#0.0
HERC3#4.018054#0.0104234675#0.0
GTF2I#4.0180535#0.010423463#0.0
PFN4#4.018053#0.010423448#0.0
NPTN#4.018053#0.010423452#0.0
IL17B#4.018053#0.010423446#0.0
SERPINB1#4.018053#0.010423448#0.0
CYP39A1#4.0180526#0.010423438#0.0
PORCN#4.0180526#0.010423431#0.0
