#HLHS#HLHS_pos#HLHS_nag
UBTD2#4.0189147#0.010444149#0.0
KRTAP13-3#4.018506#0.01043433#0.0
TIMM9#4.018458#0.010433169#0.0
APOC3#4.018458#0.010433169#0.0
FOXD4L3#4.018458#0.010433169#0.0
SRGAP2B#4.018458#0.010433169#0.0
OTX2#4.018452#0.010433029#0.0
FAM50A#4.018452#0.010433029#0.0
SRGAP2C#4.0184393#0.010432718#0.0
ADAT2#4.018425#0.010432383#0.0
ZCCHC10#4.0184097#0.010432009#0.0
DEFB134#4.0184097#0.010432009#0.0
SYPL1#4.018397#0.010431701#0.0
OTUD5#4.0183954#0.010431668#0.0
TRPM1#4.0183954#0.010431668#0.0
SPATA9#4.018394#0.010431634#0.0
BRS3#4.018394#0.010431634#0.0
CDKN2D#4.018394#0.010431634#0.0
DCUN1D3#4.0183825#0.010431358#0.0
LOC100289561#4.018374#0.010431153#0.0
METTL9#4.018374#0.010431153#0.0
GNGT1#4.0183706#0.0104310755#0.0
SPOP#4.0183706#0.0104310755#0.0
PDZD11#4.0183706#0.0104310755#0.0
PLPP2#4.0183697#0.010431045#0.0
SREK1IP1#4.018359#0.0104308035#0.0
HIST1H2BD#4.018359#0.0104308035#0.0
SDF2#4.0183544#0.010430686#0.0
HLA-F#4.0183516#0.0104306135#0.0
FAM199X#4.0183477#0.010430527#0.0
ESM1#4.018347#0.010430499#0.0
PYDC2#4.018347#0.010430499#0.0
MSL1#4.018347#0.010430499#0.0
H3.Y#4.018347#0.010430499#0.0
SSU72#4.018347#0.010430499#0.0
ANAPC16#4.01833#0.0104300985#0.0
RAB5B#4.01833#0.0104300985#0.0
YPEL1#4.0183263#0.010430005#0.0
ZFP92#4.0183234#0.01042994#0.0
CALM2#4.0183234#0.01042994#0.0
PSMA4#4.018288#0.010429094#0.0
GPHA2#4.018288#0.010429094#0.0
OR2A1#4.01811#0.010424812#0.0
OR2A42#4.01811#0.010424812#0.0
KRTAP9-3#4.01811#0.010424812#0.0
CHMP3#4.018086#0.010424232#0.0
LOC105376736#4.018076#0.010423996#0.0
TMPO-AS1#4.018057#0.010423542#0.0
FXYD2#4.018044#0.010423231#0.0
