#IAA,B#IAA,B_pos#IAA,B_nag
SUMF1#4.0206647#0.010486326#0.0
PRPSAP2#4.0193014#0.010453451#0.0
ZNF449#4.0193014#0.010453451#0.0
TAS2R30#4.0193014#0.010453451#0.0
RBX1#4.0192795#0.010452925#0.0
TSLP#4.0192327#0.010451803#0.0
PHF6#4.0192327#0.010451803#0.0
KCTD7#4.0192327#0.010451803#0.0
POMP#4.01921#0.01045125#0.0
LYPD8#4.0191965#0.010450926#0.0
KCTD4#4.019186#0.010450678#0.0
SCAMP5#4.019186#0.010450678#0.0
ST8SIA3#4.019176#0.010450434#0.0
UBE2G1#4.019176#0.010450434#0.0
EID1#4.019176#0.010450434#0.0
SIX1#4.019176#0.010450434#0.0
C9orf92#4.019176#0.010450434#0.0
NUDT10#4.019169#0.010450262#0.0
OSER1#4.0191355#0.010449459#0.0
CYSTM1#4.019131#0.010449361#0.0
DRG1#4.019131#0.010449361#0.0
LOC105377372#4.019131#0.010449361#0.0
CFC1#4.0184865#0.010433853#0.0
CFC1B#4.0184865#0.010433853#0.0
LOC105371824#4.0184693#0.010433445#0.0
TTN-AS1#4.018447#0.010432908#0.0
GAGE12C#4.0178914#0.010419567#0.0
GAGE4#4.0178914#0.010419567#0.0
GAGE12I#4.0178914#0.010419567#0.0
GAGE12B#4.0178914#0.010419567#0.0
GAGE5#4.0178914#0.010419567#0.0
GAGE6#4.0178914#0.010419567#0.0
GAGE12D#4.0178914#0.010419567#0.0
GAGE12E#4.0178914#0.010419567#0.0
GAGE12F#4.0178914#0.010419567#0.0
GAGE12G#4.0178914#0.010419567#0.0
GAGE7#4.0178914#0.010419567#0.0
