#PS.1#PS.1_pos#PS.1_nag
DTX1#4.018727#0.010439628#0.0
OR51M1#4.0180807#0.010424107#0.0
TMEM64#4.01808#0.010424103#0.0
FAM20B#4.01808#0.010424094#0.0
MAP1LC3B#4.0180798#0.010424084#0.0
SIGLECL1#4.0180793#0.010424077#0.0
TSPAN9#4.0180774#0.010424036#0.0
NUDT16#4.0180755#0.010423988#0.0
HARBI1#4.0180755#0.010423988#0.0
CELF1#4.018075#0.010423971#0.0
STX7#4.018029#0.01042287#0.0
ACTR6#4.0180206#0.010422665#0.0
TMEM97#4.018018#0.010422599#0.0
TENT4A#4.0180173#0.010422595#0.0
KRTAP4-3#4.018017#0.010422582#0.0
GTF3C2#4.018016#0.010422553#0.0
AK2#4.018015#0.010422535#0.0
SMAD4#4.018015#0.010422527#0.0
TCAP#4.0180135#0.010422493#0.0
KRTAP4-1#4.0180135#0.0104225#0.0
LAMTOR4#4.0180125#0.010422479#0.0
KLF5#4.018011#0.010422443#0.0
POLD4#4.018011#0.0104224365#0.0
SLC35A1#4.0180106#0.0104224235#0.0
LXN#4.01801#0.010422411#0.0
FAM120C#4.01801#0.010422412#0.0
CHAC1#4.0180097#0.01042241#0.0
GLA#4.0180087#0.010422386#0.0
PTP4A2#4.0180087#0.010422378#0.0
UNC119#4.018008#0.010422375#0.0
AP3M2#4.0180078#0.010422361#0.0
GID4#4.0180073#0.010422346#0.0
IMMP2L#4.0180073#0.010422355#0.0
TPM3#4.018007#0.0104223415#0.0
CLEC3B#4.0180063#0.010422321#0.0
DNM1L#4.0180063#0.01042233#0.0
METAP1#4.018006#0.010422318#0.0
BCL2L2-PABPN1#4.018006#0.010422314#0.0
RNASEK#4.0180054#0.010422304#0.0
CABP7#4.0180044#0.010422276#0.0
TLCD1#4.0180044#0.010422275#0.0
RBM39#4.0180044#0.010422279#0.0
RGS7BP#4.018004#0.010422265#0.0
IGF2BP2#4.0180035#0.010422257#0.0
TMEM47#4.018003#0.010422246#0.0
NXPH3#4.018003#0.010422244#0.0
MPC2#4.018003#0.010422243#0.0
SZRD1#4.018003#0.010422246#0.0
DLEU7#4.018003#0.010422246#0.0
SRD5A3#4.0180025#0.010422237#0.0
PAPOLA#4.0180025#0.010422237#0.0
ZMAT3#4.0180025#0.010422235#0.0
WDR88#4.0180025#0.010422238#0.0
MCUB#4.0180025#0.010422239#0.0
GJD3#4.018002#0.010422227#0.0
NTF3#4.018002#0.010422223#0.0
DEFB133#4.018#0.010422173#0.0
RASL10A#4.018#0.010422177#0.0
MYL10#4.0179996#0.010422167#0.0
NETO2#4.0179996#0.010422169#0.0
PIGL#4.0179996#0.010422169#0.0
BMP3#4.0179996#0.010422161#0.0
HRH2#4.017999#0.010422158#0.0
TMEM254#4.017999#0.010422154#0.0
KCNE4#4.0179987#0.010422139#0.0
C19orf48#4.0179987#0.010422141#0.0
ZNF771#4.0179987#0.010422139#0.0
TTC9B#4.0179987#0.010422141#0.0
SRR#4.017998#0.010422126#0.0
DCAF8#4.0179977#0.010422121#0.0
RNASE2#4.0179977#0.010422123#0.0
BGN#4.0179973#0.010422111#0.0
NEUROG1#4.0179963#0.010422081#0.0
RNF39#4.0179963#0.010422085#0.0
COLEC10#4.017995#0.010422056#0.0
IGF1#4.017994#0.01042203#0.0
CERS5#4.017993#0.010422003#0.0
PRPH2#4.017991#0.010421962#0.0
IGFBP4#4.0179906#0.010421951#0.0
NSUN3#4.0179906#0.010421953#0.0
UNCX#4.01799#0.0104219355#0.0
C2orf27B#4.017958#0.0104211755#0.0
KCNE1B#4.0179534#0.0104210535#0.0
RPS6KA6#4.0179505#0.010420982#0.0
HSD17B10#4.01795#0.010420971#0.0
FAM177B#4.017941#0.010420761#0.0
STYX#4.0179396#0.010420727#0.0
ASIC5#4.0179386#0.010420705#0.0
C16orf91#4.017938#0.010420694#0.0
PRAF2#4.0179377#0.010420675#0.0
LYPD6#4.017937#0.01042067#0.0
ABHD3#4.0179367#0.01042066#0.0
NUP62CL#4.0179358#0.010420637#0.0
RHOJ#4.0179358#0.010420637#0.0
CXCL6#4.017935#0.010420611#0.0
LAMP2#4.0179343#0.0104206#0.0
CALN1#4.0179343#0.010420603#0.0
PSMB4#4.0179343#0.010420593#0.0
C2orf49#4.0179343#0.010420597#0.0
KCNC1#4.017934#0.010420584#0.0
EFNB2#4.017934#0.010420585#0.0
HENMT1#4.0179334#0.010420576#0.0
CHST6#4.017933#0.010420559#0.0
COX17#4.017933#0.0104205655#0.0
DNAJB1#4.017933#0.010420562#0.0
TMEM258#4.017933#0.010420559#0.0
IL1RAPL1#4.017933#0.010420568#0.0
ZCCHC12#4.0179324#0.0104205515#0.0
HPCAL4#4.0179324#0.010420548#0.0
MAX#4.017932#0.0104205385#0.0
KAT7#4.017932#0.010420538#0.0
PDCD10#4.017932#0.010420537#0.0
SERTAD1#4.017932#0.010420546#0.0
DTX3#4.017932#0.010420543#0.0
HIST1H2BO#4.0179315#0.010420529#0.0
CCL20#4.0179315#0.010420526#0.0
HTR2A#4.0179315#0.0104205245#0.0
RPL10A#4.0179315#0.010420525#0.0
DPY30#4.017931#0.010420517#0.0
TXNL4A#4.017931#0.010420515#0.0
CLCF1#4.017931#0.010420516#0.0
NKX6-3#4.017931#0.010420517#0.0
ADIPOR1#4.01793#0.010420496#0.0
PPP1CC#4.01793#0.010420491#0.0
SYT11#4.01793#0.010420495#0.0
FAM173A#4.0179296#0.010420487#0.0
TIMMDC1#4.0179296#0.010420483#0.0
SCGB3A2#4.0179296#0.010420483#0.0
SLAMF6#4.017929#0.010420477#0.0
IGIP#4.017929#0.010420475#0.0
UBE2L6#4.017929#0.010420475#0.0
DDX3Y#4.017929#0.010420469#0.0
PEBP1#4.017929#0.010420471#0.0
THOC1#4.0179286#0.010420463#0.0
PPIAL4G#4.0179286#0.010420463#0.0
CCDC47#4.0179286#0.010420462#0.0
C1QB#4.017928#0.010420453#0.0
CNOT7#4.017928#0.010420451#0.0
GSTA4#4.017928#0.010420451#0.0
ATP5MF#4.017928#0.010420446#0.0
F9#4.017928#0.010420449#0.0
KCNE1#4.017928#0.010420446#0.0
OGT#4.017928#0.01042045#0.0
TSPAN2#4.017928#0.010420444#0.0
KLK4#4.0179276#0.010420432#0.0
HYLS1#4.0179276#0.010420441#0.0
RASL10B#4.017927#0.01042043#0.0
TEX22#4.017927#0.010420427#0.0
ZBTB18#4.017927#0.010420429#0.0
MTURN#4.017927#0.010420424#0.0
C9orf57#4.017927#0.010420428#0.0
SDC4#4.0179267#0.010420417#0.0
IRGM#4.0179267#0.010420414#0.0
FAM228A#4.0179267#0.0104204165#0.0
FBXL8#4.0179267#0.01042041#0.0
ANKRD63#4.0179267#0.010420415#0.0
TMEM242#4.017926#0.010420399#0.0
RGCC#4.017926#0.010420404#0.0
CCL13#4.017926#0.010420402#0.0
AAMDC#4.017926#0.010420403#0.0
TEX30#4.017926#0.010420401#0.0
EXOSC6#4.017926#0.010420401#0.0
MRPL30#4.0179257#0.010420394#0.0
LOC643802#4.0179257#0.010420394#0.0
GTF3C4#4.0179257#0.01042039#0.0
RNASE4#4.0179253#0.010420381#0.0
VAMP2#4.0179253#0.010420378#0.0
PIANP#4.0179253#0.010420383#0.0
IL2RA#4.017925#0.010420366#0.0
ANKRD13C#4.017925#0.010420365#0.0
ELF4#4.017925#0.01042037#0.0
AKTIP#4.0179243#0.010420357#0.0
NDUFA4L2#4.0179243#0.010420356#0.0
PF4V1#4.0179243#0.010420362#0.0
CYTH1#4.0179243#0.010420353#0.0
PDIK1L#4.0179243#0.010420353#0.0
HTR1B#4.0179243#0.010420357#0.0
TMEM138#4.0179243#0.010420352#0.0
MT3#4.0179243#0.010420357#0.0
RAB33B#4.0179243#0.010420356#0.0
YWHAB#4.0179243#0.010420359#0.0
KCNS2#4.017924#0.010420351#0.0
PDP1#4.017924#0.010420341#0.0
PSMA1#4.017924#0.010420345#0.0
CCDC85B#4.017924#0.010420349#0.0
JAGN1#4.017924#0.010420349#0.0
GEMIN8#4.017924#0.01042035#0.0
PXT1#4.017924#0.010420349#0.0
MMGT1#4.017924#0.010420343#0.0
VBP1#4.017924#0.010420348#0.0
LRRTM3#4.0179234#0.010420333#0.0
SPANXN5#4.0179234#0.010420339#0.0
KCNJ13#4.0179234#0.010420335#0.0
LAS1L#4.0179234#0.010420339#0.0
CCL21#4.0179234#0.010420336#0.0
S100A8#4.0179234#0.010420338#0.0
OSBP#4.0179234#0.010420331#0.0
SCGB1D4#4.0179234#0.010420339#0.0
RBBP5#4.017923#0.01042032#0.0
DNAL4#4.017923#0.010420327#0.0
OAZ2#4.017923#0.010420327#0.0
C5orf67#4.017923#0.010420318#0.0
C3orf49#4.0179224#0.010420311#0.0
UBA5#4.0179224#0.010420313#0.0
P2RY8#4.0179224#0.010420316#0.0
DGCR6#4.0179224#0.010420309#0.0
UBL3#4.0179224#0.010420308#0.0
LOC100131107#4.0179224#0.010420315#0.0
C7orf69#4.0179224#0.010420312#0.0
C17orf67#4.017922#0.010420304#0.0
ABRAXAS2#4.017922#0.0104203#0.0
LEUTX#4.017922#0.010420304#0.0
BSX#4.017922#0.010420298#0.0
C10orf113#4.017922#0.010420296#0.0
CEBPG#4.017922#0.010420305#0.0
PTGES3#4.017922#0.010420297#0.0
GPR119#4.017922#0.010420306#0.0
UTP23#4.017922#0.010420302#0.0
BTG3#4.017922#0.0104203#0.0
HPCA#4.017922#0.010420303#0.0
SMIM26#4.0179214#0.010420286#0.0
MED21#4.0179214#0.010420293#0.0
NMNAT2#4.0179214#0.010420288#0.0
FAM212A#4.0179214#0.010420294#0.0
KLHDC3#4.0179214#0.010420289#0.0
MRPS25#4.0179214#0.010420286#0.0
TRADD#4.0179214#0.010420292#0.0
TTC9C#4.017921#0.01042028#0.0
C3orf36#4.017921#0.010420277#0.0
UXT#4.017921#0.010420279#0.0
MIS18A#4.017921#0.010420283#0.0
RAB2B#4.017921#0.010420277#0.0
COX19#4.017921#0.010420282#0.0
C14orf178#4.017921#0.010420274#0.0
NR2F1#4.017921#0.010420278#0.0
LOC100287036#4.017921#0.010420283#0.0
AADAT#4.017921#0.01042028#0.0
TMEM269#4.017921#0.0104202805#0.0
CRYGS#4.0179205#0.010420262#0.0
FAM46C#4.0179205#0.010420266#0.0
SMIM18#4.0179205#0.0104202675#0.0
PMAIP1#4.0179205#0.010420261#0.0
MAFG#4.0179205#0.010420269#0.0
OR10K1#4.0179205#0.010420271#0.0
OR2AG2#4.0179205#0.010420264#0.0
WDFY2#4.0179205#0.010420266#0.0
ALG14#4.0179205#0.010420261#0.0
CLTB#4.0179205#0.0104202675#0.0
ZKSCAN1#4.01792#0.010420255#0.0
FAM192A#4.01792#0.010420258#0.0
HIST1H2AJ#4.01792#0.010420257#0.0
MRGBP#4.01792#0.010420255#0.0
TEX46#4.01792#0.010420259#0.0
ABHD13#4.01792#0.010420258#0.0
LYPD2#4.01792#0.0104202535#0.0
FAM183A#4.0179195#0.0104202395#0.0
OR11H2#4.0179195#0.010420248#0.0
ARL13A#4.0179195#0.010420247#0.0
NOVA2#4.0179195#0.010420242#0.0
CLDN8#4.0179195#0.010420243#0.0
UBE2E3#4.017919#0.01042023#0.0
C7orf77#4.017919#0.010420236#0.0
FAM153A#4.017919#0.010420235#0.0
MPPED1#4.0179186#0.010420223#0.0
LSM3#4.0179186#0.010420222#0.0
CTSL#4.0179186#0.010420217#0.0
ARPC2#4.0179186#0.010420221#0.0
OR4P4#4.0179186#0.010420221#0.0
RPN1#4.0179186#0.010420216#0.0
SMR3B#4.0179186#0.010420215#0.0
GPR25#4.017918#0.010420209#0.0
CHCHD4#4.017918#0.0104202125#0.0
PITX3#4.017918#0.01042021#0.0
BLID#4.017918#0.010420204#0.0
MAD2L1BP#4.017918#0.010420209#0.0
BEND6#4.0179176#0.010420195#0.0
PIGA#4.0179176#0.010420196#0.0
MED27#4.0179176#0.010420202#0.0
MYD88#4.0179176#0.010420202#0.0
PYURF#4.0179176#0.010420192#0.0
PSMC4#4.017917#0.010420186#0.0
HAGLR#4.017917#0.0104201855#0.0
EIF4EBP1#4.017917#0.010420191#0.0
ZMYND19#4.017917#0.010420185#0.0
EIF2S2#4.0179167#0.010420173#0.0
TRAF4#4.0179167#0.0104201725#0.0
HLF#4.0179167#0.010420169#0.0
HP1BP3#4.0179167#0.01042017#0.0
DPM2#4.017916#0.010420162#0.0
MEST#4.0179157#0.010420149#0.0
KRTAP21-2#4.0179157#0.010420146#0.0
TMEM74#4.0179157#0.010420147#0.0
LGI1#4.0179152#0.01042014#0.0
C11orf44#4.0179143#0.010420114#0.0
SMIM30#4.0179114#0.01042005#0.0
CBLN1#4.017894#0.0104196295#0.0
RDH10#4.017893#0.0104196025#0.0
SYNJ2BP-COX16#4.0178924#0.010419588#0.0
CORT#4.017891#0.010419554#0.0
NME1#4.017886#0.010419443#0.0
NDUFC2#4.017882#0.010419339#0.0
TEX12#4.017855#0.0104187#0.0
SF3B5#4.017855#0.010418697#0.0
TAS2R46#4.017855#0.010418697#0.0
PLLP#4.017854#0.010418676#0.0
UBE2M#4.017853#0.010418639#0.0
CSF2#4.017853#0.010418639#0.0
ANAPC13#4.017853#0.010418639#0.0
PPP2R2A#4.0178523#0.010418634#0.0
ACOT1#4.0178523#0.010418634#0.0
STAT1#4.0178523#0.010418628#0.0
COA3#4.0178523#0.010418634#0.0
HSPB1#4.0178523#0.010418628#0.0
TXNRD3NB#4.017852#0.010418615#0.0
ZSCAN4#4.017852#0.010418615#0.0
SASH3#4.017851#0.01041859#0.0
EIF3L#4.017851#0.010418596#0.0
KCNJ8#4.0178504#0.0104185855#0.0
CRABP1#4.0178494#0.010418561#0.0
STRAP#4.0178494#0.010418561#0.0
G6PC3#4.0178494#0.010418561#0.0
PDXDC1#4.017849#0.010418546#0.0
CDK2AP2#4.017849#0.010418549#0.0
HSPB11#4.017849#0.010418546#0.0
PPP2R1A#4.017849#0.010418554#0.0
BAG5#4.017849#0.010418552#0.0
ACTR2#4.017849#0.010418552#0.0
MAGEH1#4.017849#0.010418546#0.0
HNRNPD#4.017849#0.010418552#0.0
CTSG#4.017849#0.010418552#0.0
LLPH#4.0178485#0.010418542#0.0
CLEC7A#4.017848#0.010418526#0.0
CXCR6#4.017848#0.010418526#0.0
FAM133B#4.017848#0.010418523#0.0
PCYT1B#4.017848#0.010418531#0.0
PIRT#4.017848#0.010418532#0.0
RPS29#4.017848#0.010418531#0.0
CCDC43#4.017848#0.010418531#0.0
KPNB1#4.017848#0.010418532#0.0
FAM168A#4.017848#0.010418523#0.0
INIP#4.017847#0.010418509#0.0
PSMD4#4.017847#0.0104185045#0.0
CXorf21#4.017847#0.010418501#0.0
GNG12#4.017847#0.010418507#0.0
EIF3I#4.017847#0.0104185045#0.0
FAM25A#4.0178466#0.010418496#0.0
KLRF1#4.0178466#0.010418489#0.0
HAND1#4.0178466#0.010418493#0.0
SMAD7#4.0178466#0.010418496#0.0
CCNQ#4.017846#0.0104184775#0.0
NDFIP1#4.017846#0.010418476#0.0
SMC1A#4.017846#0.01041848#0.0
CBX6#4.017846#0.01041848#0.0
CRIP1#4.017846#0.010418482#0.0
CLDN24#4.017846#0.0104184775#0.0
IL20RB#4.017846#0.0104184775#0.0
TICAM2#4.017846#0.010418486#0.0
EDF1#4.0178456#0.010418474#0.0
MEIG1#4.0178456#0.010418474#0.0
ATG4A#4.0178456#0.010418469#0.0
DESI2#4.0178456#0.010418469#0.0
COX16#4.0178456#0.01041847#0.0
KCNMB4#4.0178456#0.010418474#0.0
LINC02054#4.0178456#0.010418471#0.0
SUMO3#4.017845#0.010418453#0.0
MED18#4.017845#0.01041846#0.0
APCS#4.017845#0.010418463#0.0
UBE2L5#4.017845#0.010418453#0.0
MFAP4#4.017845#0.01041846#0.0
KLRC3#4.017845#0.010418453#0.0
PPAT#4.017845#0.010418453#0.0
PTPRK#4.017845#0.010418453#0.0
TNNC2#4.017845#0.010418453#0.0
VAMP8#4.017845#0.010418453#0.0
HHEX#4.017845#0.010418453#0.0
ACBD7#4.017845#0.01041846#0.0
RGS1#4.017845#0.01041846#0.0
HOXC9#4.017845#0.010418453#0.0
TSPAN14#4.017845#0.010418458#0.0
CPLX3#4.017845#0.01041846#0.0
C20orf202#4.0178447#0.0104184495#0.0
ETFA#4.0178447#0.010418445#0.0
CRB3#4.0178447#0.010418445#0.0
POTED#4.0178447#0.0104184495#0.0
MAPRE1#4.0178447#0.010418445#0.0
RAB4B#4.0178447#0.010418441#0.0
ARMCX3#4.0178447#0.010418451#0.0
DCUN1D5#4.0178447#0.010418441#0.0
SPCS3#4.0178447#0.010418441#0.0
USF1#4.0178447#0.0104184495#0.0
CEBPZOS#4.0178447#0.010418441#0.0
PTRHD1#4.0178447#0.010418445#0.0
HIST1H3J#4.0178447#0.010418443#0.0
PCLAF#4.0178447#0.0104184495#0.0
IL22#4.0178447#0.0104184495#0.0
COMMD2#4.0178447#0.010418447#0.0
CUEDC2#4.0178447#0.010418441#0.0
ARL6#4.0178447#0.0104184495#0.0
SCP2D1#4.0178447#0.010418443#0.0
MCUR1#4.0178447#0.0104184495#0.0
EIF4EBP3#4.0178447#0.010418452#0.0
CCL2#4.0178447#0.010418447#0.0
BOD1#4.0178447#0.010418447#0.0
HIST1H3D#4.0178447#0.0104184495#0.0
PTAFR#4.0178447#0.010418443#0.0
TCEAL5#4.0178447#0.010418441#0.0
KCNS3#4.0178447#0.010418451#0.0
PCBP2#4.017844#0.010418435#0.0
C11orf98#4.017844#0.010418431#0.0
KLHDC8B#4.017844#0.010418438#0.0
MXI1#4.017844#0.010418438#0.0
RBM8A#4.0178437#0.010418422#0.0
CRK#4.0178437#0.010418422#0.0
PPP1CB#4.0178432#0.010418417#0.0
MRPL34#4.0178432#0.010418417#0.0
GAPT#4.0178432#0.010418417#0.0
UQCR10#4.0178432#0.010418415#0.0
ATP5PD#4.0178432#0.010418417#0.0
DIRC1#4.0178432#0.010418417#0.0
LCE1A#4.0178432#0.010418417#0.0
TRIM31#4.0178432#0.0104184095#0.0
LIF#4.0178432#0.010418411#0.0
PEA15#4.0178432#0.010418415#0.0
TOMM34#4.0178432#0.010418415#0.0
CALM3#4.0178432#0.010418411#0.0
ING4#4.0178432#0.010418413#0.0
C12orf76#4.0178432#0.0104184095#0.0
C5orf24#4.0178432#0.0104184095#0.0
AIG1#4.0178432#0.010418407#0.0
SUPT4H1#4.0178432#0.010418411#0.0
BABAM1#4.0178432#0.010418411#0.0
LDB2#4.0178432#0.010418411#0.0
IQSEC3#4.017843#0.010418403#0.0
CFAP20#4.017843#0.010418403#0.0
PRM1#4.017843#0.010418396#0.0
MUCL1#4.017843#0.010418403#0.0
SUCLA2#4.017843#0.010418396#0.0
SLC16A2#4.0178423#0.010418384#0.0
MAP3K8#4.0178423#0.010418395#0.0
HSFX4#4.0178423#0.010418391#0.0
MT1F#4.0178423#0.010418388#0.0
ECSCR#4.0178423#0.010418395#0.0
DIRAS2#4.0178423#0.010418395#0.0
POU3F2#4.0178423#0.010418384#0.0
PRRG4#4.0178423#0.010418386#0.0
KCTD5#4.0178423#0.010418388#0.0
PSMA2#4.0178423#0.010418391#0.0
TAC1#4.0178423#0.010418391#0.0
FAM86B1#4.0178423#0.010418384#0.0
HIGD2A#4.017842#0.010418374#0.0
RBBP7#4.017842#0.010418376#0.0
TRPC5OS#4.017842#0.010418376#0.0
TXN#4.017842#0.010418374#0.0
ABRACL#4.017842#0.010418374#0.0
SLC38A5#4.017842#0.010418374#0.0
TCEAL7#4.017842#0.010418374#0.0
GPR85#4.017842#0.0104183825#0.0
PPP1R2C#4.017842#0.0104183825#0.0
AKAP14#4.017842#0.0104183825#0.0
MRPL52#4.017842#0.0104183825#0.0
FAM72A#4.017842#0.010418374#0.0
COX7C#4.017842#0.0104183825#0.0
HBZ#4.017842#0.010418376#0.0
UFM1#4.017842#0.010418379#0.0
OR11H1#4.017842#0.010418376#0.0
FBXW11#4.017842#0.010418374#0.0
MLLT11#4.017842#0.010418374#0.0
MINDY4B#4.017842#0.010418374#0.0
ZAR1L#4.017842#0.010418379#0.0
TIMM17A#4.017842#0.010418376#0.0
ZFY#4.017842#0.010418374#0.0
LMO4#4.017842#0.010418379#0.0
CENPS#4.017842#0.010418382#0.0
RHOC#4.017842#0.010418376#0.0
C1orf122#4.017842#0.010418376#0.0
MDK#4.0178413#0.010418372#0.0
UBE2B#4.0178413#0.010418362#0.0
OLIG2#4.0178413#0.010418367#0.0
UBL4A#4.0178413#0.010418372#0.0
EIF5A2#4.0178413#0.010418367#0.0
PON2#4.0178413#0.010418362#0.0
LY6D#4.0178413#0.010418372#0.0
NDUFA4#4.0178413#0.010418372#0.0
BRK1#4.0178413#0.010418367#0.0
JUNB#4.0178413#0.010418367#0.0
E2F5#4.0178413#0.010418367#0.0
GPR101#4.0178413#0.010418365#0.0
C6orf226#4.0178413#0.010418367#0.0
HIST3H2A#4.0178413#0.010418367#0.0
PLEKHB2#4.0178413#0.010418367#0.0
ANKRD39#4.0178413#0.010418372#0.0
SNRPA1#4.0178413#0.010418365#0.0
SPATA2L#4.0178413#0.010418367#0.0
ARF5#4.0178413#0.010418365#0.0
PAGE1#4.0178413#0.010418365#0.0
FGF19#4.0178413#0.010418365#0.0
BEX5#4.0178413#0.0104183685#0.0
BLOC1S6#4.0178413#0.0104183685#0.0
ENC1#4.0178413#0.010418367#0.0
CXCR5#4.0178413#0.0104183685#0.0
C1orf43#4.0178413#0.010418365#0.0
TIMM8B#4.0178413#0.010418362#0.0
OR5V1#4.0178413#0.010418365#0.0
EEF1A2#4.0178413#0.0104183685#0.0
DPM3#4.0178413#0.010418365#0.0
TMEM159#4.0178413#0.010418362#0.0
RPL23#4.017841#0.01041836#0.0
S100A4#4.017841#0.01041836#0.0
SCG5#4.017841#0.01041836#0.0
G0S2#4.017841#0.010418353#0.0
UPRT#4.017841#0.01041836#0.0
MAGOHB#4.017841#0.010418351#0.0
PCBP1#4.017841#0.010418351#0.0
LYN#4.017841#0.010418356#0.0
GTF2H5#4.017841#0.01041836#0.0
EXOSC1#4.017841#0.01041836#0.0
DRG2#4.017841#0.01041836#0.0
GABARAP#4.017841#0.010418351#0.0
TVP23B#4.017841#0.010418351#0.0
PTH#4.017841#0.0104183545#0.0
SOCS3#4.017841#0.010418353#0.0
BEX4#4.017841#0.010418353#0.0
NPC2#4.017841#0.0104183545#0.0
RPL27#4.017841#0.0104183545#0.0
LSM8#4.017841#0.010418351#0.0
DRD1#4.017841#0.010418351#0.0
C9orf163#4.0178404#0.010418339#0.0
TMEM203#4.0178404#0.010418339#0.0
EDDM3B#4.0178404#0.010418339#0.0
GLTP#4.0178404#0.010418339#0.0
ZNF566#4.0178404#0.010418339#0.0
PAGE2#4.0178404#0.010418339#0.0
LOC645188#4.0178404#0.010418339#0.0
GDI2#4.0178404#0.010418347#0.0
PRR9#4.0178404#0.010418345#0.0
H2AFV#4.0178404#0.010418347#0.0
GNG4#4.0178404#0.010418345#0.0
OR4C3#4.0178404#0.010418347#0.0
OXT#4.0178404#0.010418339#0.0
ASB7#4.0178404#0.010418345#0.0
MYOD1#4.0178404#0.010418339#0.0
SOD1#4.0178404#0.010418347#0.0
H1FX#4.0178404#0.010418342#0.0
C8orf44#4.0178404#0.010418347#0.0
TMEM170A#4.0178404#0.010418342#0.0
BTF3L4#4.0178404#0.010418347#0.0
PSMB2#4.01784#0.010418333#0.0
NLRP2B#4.01784#0.010418331#0.0
C9orf92#4.01784#0.010418329#0.0
HNRNPH2#4.01784#0.010418329#0.0
CARD18#4.01784#0.010418331#0.0
BBIP1#4.01784#0.010418329#0.0
WNT7A#4.01784#0.010418337#0.0
HYPK#4.01784#0.010418331#0.0
EID1#4.01784#0.010418329#0.0
ITGB3BP#4.01784#0.010418331#0.0
PFDN2#4.01784#0.010418329#0.0
RAB1B#4.01784#0.010418329#0.0
C5orf66#4.01784#0.010418329#0.0
SIX1#4.01784#0.010418329#0.0
UBE2G1#4.01784#0.010418329#0.0
RTL8B#4.01784#0.010418331#0.0
PAQR3#4.01784#0.010418331#0.0
GMFB#4.01784#0.010418331#0.0
SPIN1#4.01784#0.010418331#0.0
RCHY1#4.01784#0.010418335#0.0
IZUMO1#4.01784#0.010418331#0.0
GOLGA7#4.01784#0.010418337#0.0
SALL3#4.0178394#0.01041832#0.0
FST#4.0178394#0.01041832#0.0
BDP1#4.0178394#0.010418324#0.0
CXCL5#4.0178394#0.01041832#0.0
USP46#4.0178394#0.010418324#0.0
OR4N4#4.0178394#0.01041832#0.0
MBLAC2#4.0178394#0.010418324#0.0
SMLR1#4.0178394#0.01041832#0.0
RHBDL3#4.0178394#0.01041832#0.0
PKIG#4.0178394#0.010418324#0.0
RNF146#4.0178394#0.010418324#0.0
SOCS1#4.0178394#0.01041832#0.0
