#SVC#SVC_pos#SVC_nag
CXCL11#4.0188403#0.010442366#0.0
TMEM258#4.018516#0.010434571#0.0
SOX2#4.0185146#0.010434537#0.0
COQ10B#4.0184994#0.010434166#0.0
BATF#4.0184913#0.010433976#0.0
TRAPPC5#4.018489#0.01043392#0.0
SGPP1#4.0184813#0.010433732#0.0
CEBPG#4.018469#0.010433436#0.0
RPL15#4.0184646#0.01043333#0.0
DDX3X#4.018459#0.010433193#0.0
TEX12#4.0181785#0.010426464#0.0
SF3B5#4.018178#0.010426451#0.0
TAS2R46#4.018178#0.010426451#0.0
TSPAN6#4.018176#0.010426403#0.0
KCNA2#4.018176#0.010426403#0.0
HSPB1#4.0181656#0.010426144#0.0
STAT1#4.0181656#0.010426144#0.0
CDK2AP2#4.018151#0.010425791#0.0
PDXDC1#4.0181503#0.010425781#0.0
MAGEH1#4.0181503#0.010425781#0.0
C5orf58#4.018146#0.010425676#0.0
NCALD#4.018146#0.010425676#0.0
VPS29#4.0181417#0.010425573#0.0
WDR83OS#4.0181417#0.010425573#0.0
TBPL1#4.0181403#0.0104255425#0.0
UBE2T#4.018137#0.010425463#0.0
FAM24A#4.018137#0.010425463#0.0
DPRX#4.0181365#0.010425453#0.0
BRS3#4.018135#0.010425414#0.0
CDKN2D#4.018135#0.010425414#0.0
SPATA9#4.018135#0.010425414#0.0
RGS1#4.018134#0.010425394#0.0
CPLX3#4.018134#0.010425394#0.0
MFAP4#4.018134#0.010425394#0.0
POTED#4.018132#0.010425346#0.0
C20orf202#4.018132#0.010425346#0.0
TMEM116#4.0181317#0.010425336#0.0
GABRA5#4.0181317#0.010425336#0.0
MXI1#4.0181303#0.010425298#0.0
TXNDC8#4.0181293#0.010425279#0.0
MRPL51#4.0181293#0.010425279#0.0
UQCR10#4.018126#0.010425194#0.0
BOLA3#4.0181255#0.010425185#0.0
LSM5#4.0181255#0.010425185#0.0
SPIN3#4.0181255#0.010425185#0.0
KCNA1#4.018124#0.010425157#0.0
AIG1#4.018124#0.010425157#0.0
FAM110B#4.018124#0.010425157#0.0
DEFB109B#4.018124#0.010425157#0.0
CFAP20#4.0181236#0.010425138#0.0
MT1F#4.018121#0.010425075#0.0
PLPP2#4.0181203#0.010425066#0.0
GUCA1A#4.0181203#0.010425056#0.0
GRXCR1#4.01812#0.010425047#0.0
CHIC2#4.0181193#0.010425039#0.0
CLNS1A#4.0181193#0.010425039#0.0
TIMM17A#4.018119#0.010425021#0.0
MYL12B#4.018117#0.010424985#0.0
GTF2H5#4.0181155#0.010424949#0.0
DRG2#4.0181155#0.010424949#0.0
EXOSC1#4.0181155#0.010424949#0.0
HMGN3#4.018114#0.010424915#0.0
APOLD1#4.018114#0.010424915#0.0
PRR7#4.018114#0.010424915#0.0
SNURF#4.018114#0.010424915#0.0
MMD#4.0181136#0.010424905#0.0
CRKL#4.0181136#0.010424905#0.0
PCBP1#4.0181136#0.010424905#0.0
DRD1#4.0181136#0.010424905#0.0
GABARAP#4.0181136#0.010424905#0.0
ASB7#4.0181127#0.010424879#0.0
PEX13#4.0181108#0.010424828#0.0
GP1BB#4.0181108#0.010424837#0.0
NSG2#4.0181108#0.010424837#0.0
SLC52A3#4.0181108#0.010424828#0.0
METTL14#4.0181108#0.010424828#0.0
JUN#4.0181108#0.010424828#0.0
CARD18#4.0181103#0.01042482#0.0
PAQR3#4.0181103#0.01042482#0.0
TMEM265#4.0181074#0.010424752#0.0
SPAG11B#4.0181074#0.010424752#0.0
PIK3CA#4.0181074#0.010424752#0.0
CHRNA7#4.0181074#0.010424752#0.0
NFYC#4.0181065#0.010424727#0.0
KLF6#4.0181065#0.010424727#0.0
NCK2#4.0181026#0.010424636#0.0
TP53INP1#4.0181026#0.010424636#0.0
PTMS#4.0180974#0.010424515#0.0
ARHGEF9#4.0180974#0.010424515#0.0
TEX13C#4.0180974#0.010424515#0.0
PROK2#4.0180945#0.010424444#0.0
C5orf30#4.0180945#0.010424444#0.0
KLRC1#4.0180945#0.010424444#0.0
GSTT2#4.0179462#0.010420881#0.0
GSTT2B#4.0179462#0.010420881#0.0
TONSL-AS1#4.0179405#0.010420752#0.0
LOC100130452#4.017937#0.010420668#0.0
ADIPOQ-AS1#4.017936#0.0104206465#0.0
LOC104968399#4.0179358#0.010420629#0.0
NDUFC2-KCTD14#4.017928#0.01042045#0.0
