#TOF#TOF_pos#TOF_nag
HM13#4.018672#0.0104383165#0.0
DIRAS2#4.017906#0.010419926#0.0
HPF1#4.017906#0.010419926#0.0
ECSCR#4.017906#0.010419926#0.0
PRRG4#4.0179057#0.010419911#0.0
P2RY10#4.0179057#0.010419907#0.0
HIST1H4L#4.0179057#0.010419907#0.0
POU3F2#4.0179057#0.010419907#0.0
COX7C#4.017905#0.010419903#0.0
MRPL52#4.017905#0.010419903#0.0
LMO4#4.017905#0.010419897#0.0
UFM1#4.017905#0.010419897#0.0
AKAP14#4.017905#0.010419903#0.0
RBBP7#4.0179048#0.010419893#0.0
OR11H1#4.0179048#0.010419893#0.0
TXN#4.0179048#0.010419889#0.0
TCEAL7#4.0179048#0.010419889#0.0
ANKRD39#4.0179048#0.010419886#0.0
MDK#4.0179048#0.010419886#0.0
UBL4A#4.0179048#0.010419886#0.0
LY6D#4.0179048#0.010419886#0.0
NDUFA4#4.0179048#0.010419886#0.0
SLC38A5#4.0179048#0.010419889#0.0
TRPC5OS#4.0179048#0.010419893#0.0
MLLT11#4.0179048#0.010419889#0.0
MINDY4B#4.0179048#0.010419889#0.0
EEF1A2#4.0179043#0.010419878#0.0
DPM3#4.0179043#0.010419872#0.0
FGF19#4.0179043#0.010419872#0.0
SNRPA1#4.0179043#0.010419872#0.0
DEFB4A#4.0179043#0.010419878#0.0
C6orf226#4.0179043#0.010419875#0.0
PAGE1#4.0179043#0.010419872#0.0
EIF5A2#4.0179043#0.010419875#0.0
BRK1#4.0179043#0.010419875#0.0
SPATA2L#4.0179043#0.010419875#0.0
OLIG2#4.0179043#0.010419875#0.0
ENC1#4.0179043#0.010419875#0.0
JUNB#4.0179043#0.010419875#0.0
E2F5#4.0179043#0.010419875#0.0
GPR101#4.0179043#0.010419872#0.0
EPHB6#4.017904#0.010419864#0.0
S100A4#4.017904#0.010419864#0.0
RPL23#4.017904#0.010419864#0.0
SCG5#4.017904#0.010419864#0.0
SOCS3#4.0179033#0.01041985#0.0
BEX4#4.0179033#0.01041985#0.0
RPL27#4.0179033#0.010419854#0.0
NPC2#4.0179033#0.010419854#0.0
G0S2#4.0179033#0.01041985#0.0
GDI2#4.017903#0.01041984#0.0
MAGOHB#4.017903#0.0104198465#0.0
LSM8#4.017903#0.0104198465#0.0
TVP23B#4.017903#0.0104198465#0.0
LYPD1#4.017903#0.010419843#0.0
GLTP#4.0179024#0.010419826#0.0
PRR9#4.0179024#0.010419836#0.0
ADIG#4.0179024#0.01041983#0.0
GNG4#4.0179024#0.010419836#0.0
SMIM32#4.0179024#0.01041983#0.0
BLOC1S2#4.0179024#0.010419833#0.0
LDOC1#4.0179024#0.01041983#0.0
METTL14#4.017902#0.010419816#0.0
SLC52A3#4.017902#0.010419816#0.0
RCHY1#4.017902#0.010419819#0.0
PSMB2#4.017902#0.010419816#0.0
JUN#4.017902#0.010419816#0.0
HNRNPH2#4.0179014#0.010419808#0.0
GMFB#4.0179014#0.010419812#0.0
SMLR1#4.017901#0.010419792#0.0
GULP1#4.017901#0.010419798#0.0
SALL3#4.017901#0.010419792#0.0
POU2AF1#4.017901#0.010419792#0.0
OR4N4#4.017901#0.010419792#0.0
BDP1#4.017901#0.010419798#0.0
FST#4.017901#0.010419792#0.0
SOCS1#4.017901#0.010419792#0.0
CHMP2A#4.017901#0.010419792#0.0
GOLGA8O#4.0179005#0.010419781#0.0
SMIM23#4.0179005#0.010419781#0.0
HSPB8#4.0179005#0.010419781#0.0
SPAG11B#4.0179005#0.010419785#0.0
RPL21#4.0179005#0.010419781#0.0
TMEM265#4.0179005#0.010419785#0.0
GPR143#4.0179005#0.010419785#0.0
BTLA#4.0179005#0.010419785#0.0
MEAF6#4.0179#0.010419775#0.0
FAM84A#4.0178995#0.010419758#0.0
NUDT4#4.0178995#0.010419765#0.0
CNEP1R1#4.0178995#0.010419762#0.0
COMMD6#4.0178995#0.010419758#0.0
GABRA3#4.0178995#0.010419758#0.0
HAMP#4.017899#0.010419755#0.0
CITED1#4.0178986#0.0104197385#0.0
ARL4D#4.0178986#0.0104197385#0.0
C1orf68#4.0178986#0.010419735#0.0
SLC25A11#4.0178986#0.0104197385#0.0
CAPZA3#4.0178986#0.0104197385#0.0
ELAVL1#4.017898#0.010419732#0.0
SRF#4.017898#0.010419728#0.0
TOB2#4.017898#0.010419728#0.0
C12orf75#4.017897#0.010419703#0.0
FXYD1#4.0178967#0.01041969#0.0
KCTD11#4.017896#0.010419681#0.0
CATSPERB#4.017896#0.010419681#0.0
C5orf51#4.0178957#0.010419674#0.0
SLC25A42#4.0178957#0.010419674#0.0
MAGEB5#4.017895#0.010419656#0.0
EIF5AL1#4.0178943#0.010419643#0.0
SIVA1#4.0178943#0.010419643#0.0
SS18#4.0178943#0.010419643#0.0
FOSL2#4.0178943#0.010419643#0.0
SIGLEC14#4.017894#0.010419628#0.0
KLF9#4.0178933#0.010419618#0.0
RGS8#4.0178933#0.010419618#0.0
KRTAP22-1#4.0178933#0.010419618#0.0
GJB1#4.0178924#0.010419586#0.0
SERP2#4.017889#0.010419507#0.0
C9orf16#4.017889#0.010419507#0.0
ORAOV1#4.017889#0.010419507#0.0
TM4SF1#4.017889#0.010419507#0.0
SYNJ2BP#4.0178432#0.010418409#0.0
LOC101929705#4.017839#0.010418312#0.0
LOC105372397#4.017837#0.010418263#0.0
SUGT1P4-STRA6LP-CCDC180#4.017836#0.010418239#0.0
RPL17#4.0178356#0.010418232#0.0
NPIPA8#4.0178356#0.010418233#0.0
TGIF2-C20orf24#4.017833#0.010418171#0.0
RUSC1-AS1#4.0178313#0.010418124#0.0
KIR2DS2#4.0178#0.010417367#0.0
KIR2DL1#4.0178#0.010417367#0.0
KIR2DL2#4.0178#0.010417367#0.0
KIR2DL3#4.0178#0.010417367#0.0
RBMY1E#4.0177984#0.010417335#0.0
RBMY1D#4.0177984#0.010417335#0.0
RBMY1B#4.0177984#0.010417335#0.0
RBMY1A1#4.0177984#0.010417335#0.0
