#单心房/室#单心房/室_pos#单心房/室_nag
SDS#5.699009#0.5000438#0.0
CXCL11#5.6989975#0.5000304#0.0
ANKRD63#5.6989856#0.50001687#0.0
SPSB4#5.6989856#0.50001687#0.0
RPL15#5.698985#0.5000166#0.0
CENPS#5.698985#0.50001645#0.0
ROMO1#5.698985#0.5000164#0.0
EMP3#5.698985#0.5000163#0.0
C17orf67#5.698985#0.5000164#0.0
PITX1#5.698985#0.5000161#0.0
AGR2#5.6989846#0.50001603#0.0
SYPL1#5.698972#0.5000015#0.0
GSTT2B#5.698972#0.5000014#0.0
GSTT2#5.698972#0.5000014#0.0
NCALD#5.698972#0.5000015#0.0
HSPB11#5.698972#0.5000016#0.0
C5orf58#5.698972#0.5000015#0.0
SPATA9#5.698972#0.5000013#0.0
CTSG#5.698972#0.5000015#0.0
BAG5#5.698972#0.5000015#0.0
BRS3#5.698972#0.5000013#0.0
CDKN2D#5.698972#0.5000013#0.0
CARD18#5.6989717#0.50000095#0.0
PAQR3#5.6989717#0.50000095#0.0
RABAC1#5.6989717#0.50000095#0.0
YAF2#5.6989717#0.50000095#0.0
LAMTOR3#5.6989717#0.50000095#0.0
IKBKG#5.6989717#0.5000012#0.0
SNURF#5.6989717#0.5000012#0.0
HIST1H3F#5.6989717#0.5000012#0.0
C11orf96#5.6989717#0.5000011#0.0
LOC104968399#5.6989717#0.50000083#0.0
ITGB3BP#5.6989717#0.50000113#0.0
POTED#5.6989717#0.50000113#0.0
C20orf202#5.6989717#0.50000113#0.0
HYPK#5.6989717#0.50000113#0.0
RHOB#5.6989717#0.5000011#0.0
NLRP2B#5.6989717#0.50000113#0.0
MT1F#5.6989717#0.5000012#0.0
SREK1IP1#5.6989717#0.50000113#0.0
HIST1H2BD#5.6989717#0.50000113#0.0
CXCR5#5.6989717#0.50000125#0.0
BEX5#5.6989717#0.50000125#0.0
LHFPL1#5.6989717#0.50000113#0.0
BLOC1S6#5.6989717#0.50000125#0.0
LOC101928436#5.6989717#0.500001#0.0
SPANXN3#5.6989717#0.5000009#0.0
WFDC13#5.6989717#0.5000009#0.0
C17orf112#5.6989717#0.5000009#0.0
ANAPC16#5.6989717#0.500001#0.0
RAB5B#5.6989717#0.500001#0.0
APOLD1#5.6989717#0.5000012#0.0
HIST1H4K#5.6989717#0.50000095#0.0
IL15#5.6989717#0.50000095#0.0
ACTC1#5.6989717#0.500001#0.0
NEUROG3#5.6989717#0.50000083#0.0
H2AFY#5.6989717#0.50000083#0.0
HMGN3#5.6989717#0.5000012#0.0
ACACA#5.6989717#0.50000113#0.0
CRKL#5.6989717#0.50000125#0.0
MMD#5.6989717#0.50000125#0.0
PRR7#5.6989717#0.5000012#0.0
GUCA1A#5.6989717#0.500001#0.0
YPEL1#5.6989713#0.5000007#0.0
PTMS#5.6989713#0.50000066#0.0
TEX13C#5.6989713#0.50000066#0.0
FXYD2#5.6989713#0.5000007#0.0
ARHGEF9#5.6989713#0.50000066#0.0
