#TOF#TOF_pos#TOF_nag
HM13#5.698984#0.5000151#0.0
SLC38A5#5.6989646#0.49999273#0.0
UBE2M#5.6989646#0.49999288#0.0
HPF1#5.6989646#0.4999927#0.0
ECSCR#5.6989646#0.49999264#0.0
GDI2#5.6989646#0.49999264#0.0
UFM1#5.6989646#0.4999927#0.0
CSF2#5.6989646#0.49999288#0.0
ANAPC13#5.6989646#0.49999288#0.0
CNEP1R1#5.6989646#0.49999264#0.0
ARL4D#5.6989646#0.49999267#0.0
LYPD1#5.6989646#0.49999273#0.0
MEAF6#5.6989646#0.49999273#0.0
DIRAS2#5.6989646#0.49999264#0.0
GTSF1#5.6989646#0.4999928#0.0
E2F5#5.6989646#0.49999273#0.0
GPR101#5.6989646#0.4999927#0.0
PAGE1#5.6989646#0.4999927#0.0
ARMCX3#5.6989646#0.4999928#0.0
TXN#5.6989646#0.49999273#0.0
SNRPA1#5.6989646#0.4999927#0.0
FGF19#5.6989646#0.4999927#0.0
Mar_08#5.6989646#0.4999928#0.0
TRPC5OS#5.6989646#0.49999264#0.0
LAMTOR2#5.6989646#0.4999927#0.0
BLOC1S2#5.6989646#0.4999926#0.0
SOCS3#5.6989646#0.49999264#0.0
LCE1A#5.6989646#0.49999282#0.0
PLLP#5.6989646#0.49999276#0.0
PCLAF#5.6989646#0.49999276#0.0
PPP1CB#5.6989646#0.49999282#0.0
IL22#5.6989646#0.49999276#0.0
HPCAL4#5.6989646#0.49999276#0.0
SMC1A#5.6989646#0.49999267#0.0
CBX6#5.6989646#0.49999267#0.0
EIF3I#5.6989646#0.4999928#0.0
G0S2#5.6989646#0.49999264#0.0
BEX4#5.6989646#0.49999264#0.0
PSMD4#5.6989646#0.4999928#0.0
CUEDC2#5.6989646#0.4999926#0.0
GMFB#5.6989646#0.49999264#0.0
GULP1#5.6989646#0.49999267#0.0
ATP5PD#5.6989646#0.49999282#0.0
ING4#5.6989646#0.4999927#0.0
DESI2#5.6989646#0.49999285#0.0
RBM8A#5.6989646#0.49999273#0.0
SASH3#5.6989646#0.49999273#0.0
UBL4A#5.6989646#0.49999273#0.0
RPL17#5.6989646#0.49999276#0.0
LINC02054#5.6989646#0.4999928#0.0
APCS#5.6989646#0.49999273#0.0
HAMP#5.6989646#0.4999927#0.0
TGIF2-C20orf24#5.6989646#0.49999273#0.0
LY6D#5.6989646#0.49999273#0.0
C1orf68#5.6989646#0.49999264#0.0
NDUFA4#5.6989646#0.49999273#0.0
TMEM265#5.6989646#0.49999258#0.0
SPAG11B#5.6989646#0.49999258#0.0
NKRF#5.6989646#0.49999273#0.0
RBBP7#5.6989646#0.49999264#0.0
CEBPZOS#5.6989646#0.49999276#0.0
OR11H1#5.6989646#0.49999264#0.0
G6PC3#5.6989646#0.49999276#0.0
C6orf226#5.6989646#0.4999927#0.0
KPNB1#5.6989646#0.49999276#0.0
PIRT#5.6989646#0.49999276#0.0
POU3F2#5.6989646#0.49999264#0.0
SMAD7#5.6989646#0.4999928#0.0
CRK#5.6989646#0.49999273#0.0
KLRC3#5.6989646#0.49999267#0.0
TOB2#5.6989646#0.49999255#0.0
CRIP1#5.6989646#0.49999276#0.0
HOXC9#5.6989646#0.49999273#0.0
SPCS3#5.6989646#0.4999926#0.0
MUCL1#5.6989646#0.4999927#0.0
IQSEC3#5.6989646#0.4999927#0.0
DCUN1D5#5.6989646#0.4999926#0.0
DEFB4A#5.6989646#0.4999928#0.0
RAB4B#5.6989646#0.4999926#0.0
F2R#5.6989646#0.49999264#0.0
MRPS21#5.6989646#0.49999264#0.0
FAM25A#5.6989646#0.4999928#0.0
PRRG4#5.6989646#0.4999927#0.0
BDP1#5.6989646#0.4999927#0.0
MDK#5.6989646#0.49999276#0.0
ANKRD39#5.6989646#0.49999276#0.0
SMIM23#5.6989646#0.49999276#0.0
TVP23B#5.6989646#0.4999926#0.0
CATSPERB#5.6989646#0.4999927#0.0
P2RY10#5.6989646#0.49999273#0.0
PTPRK#5.6989646#0.49999273#0.0
KCTD11#5.6989646#0.4999927#0.0
SUMO3#5.6989646#0.49999267#0.0
TNNC2#5.6989646#0.49999267#0.0
HHEX#5.6989646#0.49999273#0.0
HSPB8#5.6989646#0.49999267#0.0
SUGT1P4-STRA6LP-CCDC180#5.6989646#0.49999267#0.0
SCG5#5.6989646#0.49999267#0.0
BRK1#5.6989646#0.4999927#0.0
ELAVL1#5.6989646#0.49999258#0.0
GLTP#5.6989646#0.4999926#0.0
LDOC1#5.6989646#0.4999927#0.0
EIF5A2#5.6989646#0.4999927#0.0
ADIG#5.6989646#0.4999927#0.0
MXI1#5.6989646#0.49999276#0.0
SMIM32#5.6989646#0.4999927#0.0
C5orf51#5.6989646#0.49999255#0.0
RPL23#5.6989646#0.49999267#0.0
CXCR6#5.6989646#0.49999264#0.0
SLC25A11#5.6989646#0.4999927#0.0
SLC25A42#5.6989646#0.49999255#0.0
EEF1A2#5.6989646#0.4999928#0.0
EDF1#5.6989646#0.49999273#0.0
INSYN1#5.6989646#0.49999264#0.0
EIF3L#5.6989646#0.49999276#0.0
KCNMB4#5.6989646#0.49999273#0.0
HIST1H3D#5.6989646#0.49999267#0.0
MCUR1#5.6989646#0.49999267#0.0
S100A4#5.6989646#0.49999267#0.0
CAPZA3#5.6989646#0.4999927#0.0
SRF#5.6989646#0.49999255#0.0
VAMP8#5.6989646#0.49999273#0.0
PITHD1#5.6989646#0.49999264#0.0
LDB2#5.6989646#0.49999258#0.0
LIF#5.6989646#0.49999258#0.0
MINDY4B#5.6989646#0.49999273#0.0
GOLGA8O#5.6989646#0.49999276#0.0
ARL6#5.6989646#0.49999267#0.0
RPL21#5.6989646#0.49999276#0.0
DPRX#5.6989646#0.4999927#0.0
FAM133B#5.6989646#0.49999282#0.0
SUPT4H1#5.6989646#0.49999258#0.0
HIST1H4L#5.6989646#0.49999273#0.0
CITED1#5.6989646#0.49999258#0.0
MLLT11#5.6989646#0.49999273#0.0
BABAM1#5.6989646#0.49999258#0.0
OLIG2#5.6989646#0.4999927#0.0
RGS8#5.698964#0.4999925#0.0
TM4SF1#5.698964#0.4999925#0.0
KRTAP22-1#5.698964#0.4999925#0.0
FAM84A#5.698964#0.4999924#0.0
C9orf16#5.698964#0.4999925#0.0
GABRA3#5.698964#0.4999924#0.0
ORAOV1#5.698964#0.4999925#0.0
SERP2#5.698964#0.4999925#0.0
COMMD6#5.698964#0.4999924#0.0
KLF9#5.698964#0.4999925#0.0
