#TOF#TOF_pos#TOF_nag
HM13#5.698984#0.5000151#0.0
OR1J2#5.698981#0.50001127#0.0
CD86#5.698981#0.5000112#0.0
NUDT16#5.698977#0.5000072#0.0
SPINT2#5.698977#0.5000072#0.0
CLDN1#5.6989737#0.5000031#0.0
KRTAP4-3#5.6989737#0.50000346#0.0
ACTR6#5.6989737#0.5000034#0.0
SLC35A1#5.6989737#0.50000334#0.0
LCE2A#5.6989737#0.50000316#0.0
SMAD4#5.6989737#0.5000032#0.0
LUM#5.6989737#0.5000033#0.0
RPE#5.6989737#0.5000032#0.0
BMP7#5.6989737#0.50000334#0.0
GTF3C2#5.6989737#0.50000346#0.0
SRR#5.6989737#0.50000316#0.0
TLCD1#5.6989737#0.5000032#0.0
REG4#5.6989737#0.50000304#0.0
PITX3#5.69897#0.4999988#0.0
TEX30#5.69897#0.49999887#0.0
TTC9C#5.69897#0.4999988#0.0
MED21#5.69897#0.4999988#0.0
KRTAP19-5#5.69897#0.49999866#0.0
DPM2#5.69897#0.49999875#0.0
C2orf27B#5.69897#0.49999908#0.0
NHLRC4#5.69897#0.49999893#0.0
LYPD2#5.69897#0.4999989#0.0
THOC1#5.69897#0.49999875#0.0
C8orf88#5.69897#0.4999988#0.0
RNF2#5.69897#0.49999887#0.0
VAMP2#5.69897#0.49999872#0.0
IL2RA#5.69897#0.49999884#0.0
ACKR4#5.69897#0.4999989#0.0
P2RY8#5.69897#0.49999878#0.0
DNAL4#5.69897#0.4999989#0.0
RNASE4#5.69897#0.4999988#0.0
AADAT#5.69897#0.4999988#0.0
SUSD6#5.69897#0.4999987#0.0
CLTB#5.69897#0.49999878#0.0
HSPB3#5.69897#0.49999884#0.0
CCR2#5.69897#0.49999887#0.0
S100A8#5.69897#0.49999878#0.0
BTG3#5.69897#0.49999884#0.0
HIST1H4G#5.69897#0.4999989#0.0
FAM217B#5.69897#0.49999884#0.0
CALN1#5.69897#0.4999989#0.0
VPS4B#5.69897#0.4999989#0.0
LGI1#5.69897#0.49999875#0.0
RPL10A#5.69897#0.499999#0.0
ZCCHC12#5.69897#0.49999887#0.0
RHOA#5.69897#0.4999988#0.0
FAM153A#5.69897#0.49999875#0.0
CCDC47#5.69897#0.49999884#0.0
C2orf49#5.69897#0.49999884#0.0
RPS10#5.69897#0.49999878#0.0
HTR1B#5.69897#0.49999887#0.0
C10orf113#5.69897#0.49999872#0.0
SMR3B#5.69897#0.49999872#0.0
EIF4EBP1#5.69897#0.49999875#0.0
RAB2B#5.69897#0.49999887#0.0
CS#5.69897#0.49999887#0.0
HENMT1#5.69897#0.4999988#0.0
CCL20#5.69897#0.4999989#0.0
C4orf3#5.69897#0.4999989#0.0
CBLN1#5.69897#0.4999987#0.0
TRNP1#5.69897#0.49999866#0.0
CORT#5.69897#0.49999896#0.0
FBXO48#5.69897#0.49999866#0.0
TXNL1#5.69897#0.49999866#0.0
HINT1#5.69897#0.49999896#0.0
TRAF4#5.69897#0.4999987#0.0
IGIP#5.69897#0.49999875#0.0
GTF3C4#5.69897#0.49999878#0.0
MTURN#5.69897#0.49999875#0.0
CRABP1#5.6989646#0.49999276#0.0
OR4N4#5.6989646#0.49999255#0.0
SALL3#5.6989646#0.49999255#0.0
STRAP#5.6989646#0.49999276#0.0
UQCR10#5.6989646#0.49999273#0.0
LOC105372397#5.6989646#0.49999276#0.0
KLHDC8B#5.6989646#0.49999276#0.0
NPIPA8#5.6989646#0.49999267#0.0
KIR2DL1#5.6989646#0.4999927#0.0
PSMB2#5.6989646#0.49999267#0.0
GNG4#5.6989646#0.49999276#0.0
KIR2DL2#5.6989646#0.4999927#0.0
RUSC1-AS1#5.6989646#0.4999926#0.0
EPHB6#5.6989646#0.4999928#0.0
TCEAL5#5.6989646#0.4999926#0.0
CFAP20#5.6989646#0.49999267#0.0
SS18#5.6989646#0.49999258#0.0
RPS29#5.6989646#0.49999276#0.0
KIR2DL3#5.6989646#0.4999927#0.0
KIR2DS2#5.6989646#0.4999927#0.0
MAGOHB#5.6989646#0.4999927#0.0
LSM8#5.6989646#0.4999927#0.0
JUNB#5.6989646#0.4999927#0.0
NDFIP1#5.6989646#0.49999276#0.0
FOSL2#5.6989646#0.49999258#0.0
CCDC43#5.6989646#0.49999276#0.0
COX7C#5.6989646#0.4999928#0.0
MRPL52#5.6989646#0.4999928#0.0
AKAP14#5.6989646#0.4999928#0.0
IL20RB#5.6989646#0.49999273#0.0
SIGLEC14#5.6989646#0.4999927#0.0
CLDN24#5.6989646#0.49999273#0.0
CCNQ#5.6989646#0.49999273#0.0
PCBP2#5.6989646#0.4999928#0.0
POU2AF1#5.6989646#0.4999926#0.0
MAPRE1#5.6989646#0.49999276#0.0
CRB3#5.6989646#0.49999276#0.0
HNRNPH2#5.6989646#0.4999927#0.0
ENC1#5.6989646#0.49999273#0.0
ETFA#5.6989646#0.49999276#0.0
C12orf75#5.6989646#0.4999927#0.0
PTRHD1#5.6989646#0.49999276#0.0
SOCS1#5.6989646#0.4999926#0.0
SPATA2L#5.6989646#0.49999273#0.0
HAND1#5.6989646#0.4999927#0.0
CLEC7A#5.6989646#0.49999264#0.0
RPL27#5.6989646#0.49999258#0.0
AGRP#5.6989646#0.49999273#0.0
NPC2#5.6989646#0.49999258#0.0
CHMP2A#5.6989646#0.4999926#0.0
USF1#5.6989646#0.49999267#0.0
SHOC2#5.6989646#0.49999273#0.0
LOC101929705#5.6989646#0.49999276#0.0
FXYD1#5.6989646#0.4999927#0.0
TSPAN14#5.6989646#0.49999264#0.0
EIF5AL1#5.6989646#0.49999258#0.0
KCNS3#5.6989646#0.49999282#0.0
GJB1#5.6989646#0.49999267#0.0
FST#5.6989646#0.49999255#0.0
MAGEB5#5.6989646#0.49999273#0.0
SMLR1#5.6989646#0.49999255#0.0
RCHY1#5.6989646#0.49999267#0.0
NUDT4#5.6989646#0.49999264#0.0
GAPT#5.6989646#0.49999282#0.0
INIP#5.6989646#0.49999273#0.0
PPAT#5.6989646#0.4999926#0.0
TCEAL7#5.6989646#0.49999273#0.0
PRR9#5.6989646#0.49999264#0.0
LMO4#5.6989646#0.4999927#0.0
RBMY1E#5.6989646#0.49999273#0.0
RBMY1D#5.6989646#0.49999273#0.0
RBMY1B#5.6989646#0.49999273#0.0
RBMY1A1#5.6989646#0.49999273#0.0
UBE2L5#5.6989646#0.4999926#0.0
GNG12#5.6989646#0.4999927#0.0
DPM3#5.6989646#0.4999927#0.0
SYNJ2BP#5.6989646#0.49999273#0.0
JUN#5.6989646#0.49999273#0.0
METTL14#5.6989646#0.49999273#0.0
SLC52A3#5.6989646#0.49999273#0.0
SIVA1#5.6989646#0.4999926#0.0
SCP2D1#5.6989646#0.49999264#0.0
BTLA#5.6989646#0.49999264#0.0
GPR143#5.6989646#0.49999264#0.0
