#CoA#CoA_pos#CoA_nag
TOM1L2#5.6989946#0.50002736#0.0
LOC388813#5.698986#0.5000175#0.0
SNRPA#5.6989784#0.50000846#0.0
NR2C2AP#5.6989784#0.5000086#0.0
REEP5#5.6989784#0.50000894#0.0
COX6A1#5.6989784#0.5000087#0.0
RPS6KA1#5.6989784#0.5000087#0.0
NIPSNAP3B#5.6989784#0.50000846#0.0
MCIDAS#5.698978#0.50000817#0.0
SLURP1#5.698978#0.5000083#0.0
SUMF1#5.698978#0.50000834#0.0
NPIPB9#5.698978#0.5000081#0.0
KRTAP23-1#5.698978#0.5000083#0.0
CRABP2#5.698969#0.4999976#0.0
NDUFB4#5.698969#0.4999976#0.0
STK38L#5.698969#0.4999976#0.0
OTX2#5.698969#0.49999762#0.0
FAM50A#5.698969#0.49999762#0.0
KCNA2#5.698969#0.49999765#0.0
TSPAN6#5.698969#0.49999765#0.0
RNF7#5.698969#0.49999756#0.0
KRTAP13-3#5.698969#0.49999776#0.0
DEFA5#5.698969#0.49999753#0.0
APOC3#5.6989684#0.49999735#0.0
DPPA2#5.6989684#0.499997#0.0
OR2A42#5.6989684#0.49999735#0.0
HSBP1#5.6989684#0.4999973#0.0
FOXD4L3#5.6989684#0.49999735#0.0
CFC1#5.6989684#0.49999708#0.0
CFC1B#5.6989684#0.49999708#0.0
POMP#5.6989684#0.49999708#0.0
KRTAP9-3#5.6989684#0.49999735#0.0
FAM19A1#5.6989684#0.499997#0.0
KCTD5#5.6989684#0.49999693#0.0
SMIM19#5.6989684#0.49999693#0.0
FAM219A#5.6989684#0.4999971#0.0
HIST1H2BN#5.6989684#0.49999693#0.0
TIMM9#5.6989684#0.49999735#0.0
Mar_05#5.6989684#0.4999973#0.0
HIST1H2AI#5.6989684#0.4999973#0.0
OLFM1#5.6989684#0.4999971#0.0
GAGE7#5.6989684#0.49999696#0.0
OR2A1#5.6989684#0.49999735#0.0
KRTAP19-2#5.6989684#0.49999705#0.0
LOC102723996#5.6989684#0.49999726#0.0
NUDT10#5.6989684#0.49999693#0.0
HHLA3#5.6989684#0.49999717#0.0
SLFNL1-AS1#5.6989684#0.49999705#0.0
INKA1#5.6989684#0.49999705#0.0
MRPL51#5.6989684#0.49999732#0.0
ICOSLG#5.6989684#0.49999726#0.0
PRAP1#5.6989684#0.49999717#0.0
PSMD14#5.6989684#0.49999705#0.0
MYCNOS#5.6989684#0.49999705#0.0
MGAT2#5.6989684#0.49999726#0.0
EIF2B1#5.6989684#0.49999726#0.0
GREM2#5.6989684#0.49999714#0.0
DEFA6#5.6989684#0.49999708#0.0
DEFB134#5.6989684#0.49999723#0.0
ZCCHC10#5.6989684#0.49999723#0.0
SRGAP2B#5.6989684#0.49999735#0.0
KCTD4#5.6989684#0.49999696#0.0
SCAMP5#5.6989684#0.49999696#0.0
GAGE12B#5.6989684#0.49999696#0.0
GAGE12C#5.6989684#0.49999696#0.0
GAGE12D#5.6989684#0.49999696#0.0
GAGE12E#5.6989684#0.49999696#0.0
GAGE12F#5.6989684#0.49999696#0.0
GAGE12G#5.6989684#0.49999696#0.0
GAGE12I#5.6989684#0.49999696#0.0
GAGE4#5.6989684#0.49999696#0.0
GAGE5#5.6989684#0.49999696#0.0
GAGE6#5.6989684#0.49999696#0.0
ZC4H2#5.6989684#0.4999973#0.0
CHMP3#5.6989684#0.49999723#0.0
PURB#5.6989684#0.49999714#0.0
SULT1A3#5.6989684#0.4999971#0.0
SULT1A4#5.6989684#0.4999971#0.0
MDM4#5.6989684#0.49999705#0.0
IL13RA1#5.6989684#0.49999705#0.0
ARF4#5.6989684#0.49999717#0.0
TONSL-AS1#5.6989684#0.49999708#0.0
GRXCR1#5.6989684#0.49999708#0.0
CRCP#5.6989684#0.49999717#0.0
MSL1#5.6989684#0.49999696#0.0
ESM1#5.6989684#0.49999696#0.0
H3.Y#5.6989684#0.49999696#0.0
DDA1#5.6989684#0.49999717#0.0
PYDC2#5.6989684#0.49999696#0.0
RAB3A#5.6989684#0.49999717#0.0
SSU72#5.6989684#0.49999696#0.0
SDF2#5.6989684#0.4999971#0.0
DCUN1D3#5.6989684#0.49999732#0.0
LYPD8#5.6989684#0.49999696#0.0
TTN-AS1#5.6989684#0.499997#0.0
LOC105377372#5.6989684#0.499997#0.0
CYSTM1#5.6989684#0.499997#0.0
C17orf112#5.6989684#0.49999705#0.0
WFDC13#5.6989684#0.49999705#0.0
SPANXN3#5.6989684#0.49999705#0.0
DRG1#5.6989684#0.499997#0.0
TSLP#5.6989684#0.4999973#0.0
KCTD7#5.6989684#0.4999973#0.0
FXYD7#5.6989684#0.49999735#0.0
PLPP2#5.6989684#0.49999705#0.0
PHF6#5.6989684#0.4999973#0.0
CLDN2#5.6989684#0.49999705#0.0
FOSB#5.6989684#0.49999714#0.0
ADIPOQ-AS1#5.6989684#0.49999693#0.0
ST8SIA3#5.6989684#0.49999717#0.0
LCE2C#5.6989684#0.49999705#0.0
MAP1LC3A#5.6989684#0.4999973#0.0
OR1J4#5.6989684#0.49999705#0.0
NSG2#5.6989684#0.49999693#0.0
GP1BB#5.6989684#0.49999693#0.0
TEX12#5.6989684#0.4999974#0.0
LOC105371824#5.6989684#0.49999717#0.0
TBPL1#5.6989684#0.4999973#0.0
OSER1#5.6989684#0.49999708#0.0
TXNDC8#5.6989684#0.49999732#0.0
CALM2#5.698968#0.49999687#0.0
PSMA4#5.698968#0.49999672#0.0
GPHA2#5.698968#0.49999672#0.0
CLDN34#5.698968#0.4999969#0.0
ZFP92#5.698968#0.49999687#0.0
