#AVSD#AVSD_pos#AVSD_nag
TREX1#5.6989985#0.5000315#0.0
ZNF81#5.698986#0.5000177#0.0
BATF#5.698986#0.5000172#0.0
UBB#5.698986#0.50001734#0.0
LSAMP#5.698986#0.5000176#0.0
KLF7#5.698986#0.50001717#0.0
TMEM199#5.6989856#0.5000168#0.0
HIST1H2BC#5.6989856#0.5000171#0.0
SIAH2#5.6989856#0.500017#0.0
LOC107984974#5.6989727#0.50000185#0.0
RBP2#5.6989727#0.50000185#0.0
SF3B5#5.6989727#0.5000023#0.0
LSM4#5.6989727#0.50000197#0.0
HHLA3#5.6989727#0.5000018#0.0
IGFL1#5.6989727#0.50000197#0.0
PRPS2#5.6989727#0.5000019#0.0
TAS2R46#5.6989727#0.5000023#0.0
POLR2J#5.698972#0.5000015#0.0
WNT6#5.698972#0.50000143#0.0
RPS14#5.698972#0.5000013#0.0
TMEM101#5.698972#0.5000013#0.0
SPDYE2#5.698972#0.50000143#0.0
ARF5#5.698972#0.5000016#0.0
SPACA4#5.698972#0.5000013#0.0
C16orf87#5.698972#0.50000143#0.0
CDC42#5.698972#0.50000143#0.0
MYL12B#5.698972#0.5000015#0.0
KRTAP12-3#5.698972#0.50000155#0.0
QKI#5.698972#0.50000143#0.0
MMP24OS#5.698972#0.5000017#0.0
TMEM182#5.698972#0.5000016#0.0
TCTEX1D1#5.698972#0.5000015#0.0
CALM3#5.698972#0.50000167#0.0
BCL2L2#5.698972#0.50000167#0.0
OR1J4#5.698972#0.5000016#0.0
LYRM7#5.698972#0.50000143#0.0
MORN2#5.698972#0.5000013#0.0
MED7#5.698972#0.5000016#0.0
DNAJC5#5.698972#0.5000015#0.0
GRXCR1#5.698972#0.50000155#0.0
PEX13#5.698972#0.5000015#0.0
MFAP4#5.698972#0.50000167#0.0
CPLX3#5.698972#0.50000167#0.0
SPDYE2B#5.698972#0.50000143#0.0
HMGN1#5.698972#0.5000015#0.0
TFF3#5.698972#0.50000143#0.0
GPR88#5.698972#0.5000013#0.0
RGS1#5.698972#0.50000167#0.0
VDAC3#5.698972#0.5000016#0.0
TONSL-AS1#5.698972#0.50000155#0.0
SF3B4#5.698972#0.50000167#0.0
HIST1H3C#5.698972#0.50000167#0.0
GRB2#5.698972#0.50000167#0.0
ALKBH5#5.698972#0.5000015#0.0
IFITM1#5.698972#0.50000167#0.0
NUDT5#5.698972#0.5000016#0.0
GNG5#5.6989717#0.50000125#0.0
KCNIP2-AS1#5.6989717#0.50000125#0.0
NAA50#5.6989717#0.50000125#0.0
HBA2#5.6989717#0.50000125#0.0
SLC25A44#5.6989717#0.50000125#0.0
GJA9#5.6989717#0.50000125#0.0
