#半月瓣#半月瓣_pos#半月瓣_nag
DGLUCY#5.6989946#0.50002736#0.0
ANKRD54#5.69897#0.4999985#0.0
AGTRAP#5.69897#0.4999985#0.0
FTL#5.69897#0.4999985#0.0
ZNF771#5.69897#0.49999854#0.0
NFYB#5.69897#0.4999985#0.0
GID8#5.69897#0.4999985#0.0
RNASE2#5.69897#0.49999854#0.0
IGF2BP2#5.69897#0.4999985#0.0
RPS10-NUDT3#5.69897#0.49999854#0.0
TBC1D3E#5.69897#0.4999985#0.0
SRD5A3#5.69897#0.49999854#0.0
GJC1#5.69897#0.49999854#0.0
INS#5.69897#0.4999985#0.0
GLA#5.69897#0.4999985#0.0
RRM2#5.69897#0.4999985#0.0
RNASEK#5.69897#0.4999985#0.0
TBC1D3C#5.69897#0.4999985#0.0
KRTAP4-1#5.69897#0.49999854#0.0
BGN#5.69897#0.4999985#0.0
PI15#5.69897#0.49999854#0.0
TMEM97#5.69897#0.4999985#0.0
OR2C3#5.69897#0.49999854#0.0
PAPOLA#5.69897#0.4999985#0.0
KRTAP4-3#5.69897#0.4999985#0.0
SLC35A1#5.69897#0.4999985#0.0
WDR88#5.69897#0.4999985#0.0
ZNF165#5.69897#0.4999985#0.0
UNC119#5.69897#0.4999985#0.0
TRIR#5.69897#0.4999985#0.0
TBC1D3#5.69897#0.4999985#0.0
AK2#5.69897#0.4999985#0.0
MPC2#5.69897#0.4999985#0.0
LACRT#5.69897#0.4999985#0.0
GAS1#5.6989694#0.49999848#0.0
LMX1B#5.6989694#0.49999845#0.0
RNF39#5.6989694#0.49999842#0.0
DLEU7#5.6989694#0.49999848#0.0
METAP1#5.6989694#0.49999845#0.0
TMEM254#5.6989694#0.49999845#0.0
HEY1#5.6989694#0.49999848#0.0
NME1#5.6989694#0.49999848#0.0
GNG13#5.6989694#0.49999845#0.0
IGF1#5.6989694#0.49999842#0.0
SYNJ2BP-COX16#5.6989694#0.49999845#0.0
DCAF8#5.6989694#0.49999848#0.0
GID4#5.6989694#0.49999848#0.0
RBM39#5.6989694#0.49999845#0.0
DEFB133#5.6989694#0.49999845#0.0
POLD4#5.6989694#0.49999848#0.0
EVI2A#5.6989694#0.49999848#0.0
TTC9#5.6989694#0.49999848#0.0
LXN#5.6989694#0.49999848#0.0
SRR#5.6989694#0.49999848#0.0
NXPH3#5.6989694#0.49999848#0.0
CABP7#5.6989694#0.49999845#0.0
NDUFB11#5.6989694#0.49999848#0.0
PIGL#5.6989694#0.49999848#0.0
NSUN3#5.6989694#0.49999845#0.0
NTF3#5.6989694#0.49999845#0.0
MCUB#5.6989694#0.49999848#0.0
MC5R#5.6989694#0.49999848#0.0
IMMP2L#5.6989694#0.49999845#0.0
PRPH2#5.6989694#0.49999842#0.0
STX7#5.6989694#0.49999848#0.0
PSMC1#5.6989694#0.49999848#0.0
KLF5#5.6989694#0.49999848#0.0
GJD3#5.6989694#0.49999848#0.0
CHRM4#5.6989694#0.49999848#0.0
TENT4A#5.6989694#0.49999848#0.0
AP2S1#5.6989694#0.49999848#0.0
ZNF652#5.6989694#0.49999848#0.0
AP3M2#5.6989694#0.49999845#0.0
ORAI3#5.6989694#0.49999848#0.0
MYL10#5.6989694#0.49999845#0.0
LAMTOR4#5.6989694#0.49999848#0.0
SMAD4#5.6989694#0.49999848#0.0
BMP3#5.6989694#0.49999848#0.0
PRKACA#5.6989694#0.49999845#0.0
DNM1L#5.6989694#0.49999845#0.0
C1orf52#5.6989694#0.49999848#0.0
TADA1#5.6989694#0.49999848#0.0
TPM3#5.6989694#0.49999848#0.0
FAM120C#5.6989694#0.49999845#0.0
C19orf48#5.6989694#0.4999984#0.0
UNCX#5.6989694#0.49999845#0.0
IGFBP4#5.6989694#0.49999845#0.0
TLCD1#5.6989694#0.49999848#0.0
KCNE4#5.6989694#0.49999845#0.0
GALNT17#5.6989694#0.49999848#0.0
CHAC1#5.6989694#0.49999842#0.0
SPRED1#5.6989694#0.49999842#0.0
OR2A14#5.6989694#0.49999845#0.0
SWAP70#5.6989694#0.49999848#0.0
USP11#5.6989694#0.49999845#0.0
TMEM47#5.6989694#0.49999848#0.0
NEUROG1#5.6989694#0.49999842#0.0
PTP4A2#5.6989694#0.49999848#0.0
CERS5#5.6989694#0.49999845#0.0
RTF1#5.6989694#0.49999845#0.0
RASL10A#5.6989694#0.49999845#0.0
CLEC3B#5.6989694#0.49999848#0.0
COLEC10#5.6989694#0.49999848#0.0
PSMB6#5.6989694#0.49999845#0.0
ZMAT3#5.6989694#0.49999848#0.0
NETO2#5.6989694#0.49999845#0.0
SPR#5.6989694#0.49999845#0.0
CFAP97D1#5.6989694#0.49999845#0.0
TMLHE#5.6989694#0.49999848#0.0
JAGN1#5.6989675#0.49999586#0.0
RGCC#5.6989675#0.49999583#0.0
FAM177B#5.6989675#0.4999959#0.0
CCL20#5.6989675#0.49999586#0.0
TMEM242#5.6989675#0.49999586#0.0
RPN1#5.6989675#0.4999959#0.0
HSD17B10#5.6989675#0.49999592#0.0
DNAL4#5.6989675#0.49999586#0.0
ADIPOR1#5.6989675#0.49999586#0.0
GEMIN8#5.6989675#0.49999583#0.0
SDC4#5.6989675#0.49999586#0.0
C2orf27B#5.6989675#0.49999586#0.0
UTP23#5.6989675#0.4999959#0.0
MSL2#5.6989675#0.4999959#0.0
TIMMDC1#5.6989675#0.49999586#0.0
HIST1H2BO#5.6989675#0.49999583#0.0
CCDC85B#5.6989675#0.49999586#0.0
TXNL4A#5.6989675#0.49999586#0.0
C17orf67#5.6989675#0.49999586#0.0
HLF#5.6989675#0.49999583#0.0
RPS6KA6#5.6989675#0.4999959#0.0
APOC2#5.6989675#0.4999959#0.0
PDK1#5.6989675#0.49999586#0.0
PPM1G#5.6989675#0.49999586#0.0
KCNE1#5.6989675#0.4999959#0.0
KCNE1B#5.6989675#0.4999959#0.0
CYTH1#5.6989675#0.4999959#0.0
TSPAN2#5.6989675#0.49999586#0.0
SMIM30#5.6989675#0.49999583#0.0
SPDYE16#5.6989675#0.49999586#0.0
C7orf77#5.6989675#0.49999583#0.0
SYT11#5.6989675#0.49999586#0.0
MMGT1#5.6989675#0.4999959#0.0
NMNAT2#5.6989675#0.49999586#0.0
CXCL6#5.6989675#0.49999586#0.0
LRRTM3#5.6989675#0.49999583#0.0
RTP3#5.6989675#0.49999583#0.0
PRELID3A#5.6989675#0.49999586#0.0
GSTA4#5.6989675#0.49999583#0.0
KLHL4#5.6989675#0.49999583#0.0
AMY1A#5.6989675#0.49999586#0.0
AMY1B#5.6989675#0.49999586#0.0
AMY1C#5.6989675#0.49999586#0.0
NPB#5.6989675#0.49999586#0.0
RPL15#5.6989675#0.49999586#0.0
TTC9C#5.6989675#0.49999583#0.0
UBL3#5.6989675#0.49999586#0.0
KRTAP21-2#5.6989675#0.49999583#0.0
DRAM2#5.6989675#0.49999583#0.0
LSM3#5.6989675#0.49999583#0.0
EIF4EBP3#5.6989675#0.49999586#0.0
TMEM258#5.6989675#0.49999586#0.0
MT3#5.6989675#0.49999586#0.0
PDCD10#5.6989675#0.49999586#0.0
RGS7BP#5.6989675#0.49999598#0.0
HYLS1#5.6989675#0.49999586#0.0
CLDN8#5.6989675#0.49999586#0.0
ABRAXAS2#5.6989675#0.49999586#0.0
CCDC47#5.6989675#0.49999583#0.0
KRTDAP#5.6989675#0.49999586#0.0
CCL13#5.6989675#0.49999583#0.0
PF4V1#5.6989675#0.49999586#0.0
RHOJ#5.6989675#0.49999586#0.0
FAM228A#5.6989675#0.49999586#0.0
ASCL2#5.6989675#0.49999583#0.0
FAM183A#5.6989675#0.49999583#0.0
IRGM#5.6989675#0.49999583#0.0
OR4P4#5.6989675#0.49999583#0.0
CLEC4C#5.6989675#0.49999583#0.0
ALG14#5.6989675#0.49999583#0.0
TMEM269#5.6989675#0.49999583#0.0
ANKRD63#5.6989675#0.49999583#0.0
CS#5.6989675#0.49999586#0.0
LYPD6#5.6989675#0.49999586#0.0
OSBP#5.6989675#0.49999583#0.0
POLR2G#5.6989675#0.49999586#0.0
BSX#5.6989675#0.49999586#0.0
KLHDC3#5.6989675#0.49999583#0.0
DTX3#5.6989675#0.49999586#0.0
EFNB2#5.6989675#0.49999586#0.0
C3orf49#5.6989675#0.49999586#0.0
THOC1#5.6989675#0.49999586#0.0
MED19#5.6989675#0.49999583#0.0
ABHD3#5.6989675#0.49999583#0.0
UBTD2#5.6989675#0.49999583#0.0
C2orf49#5.6989675#0.49999586#0.0
RAI2#5.6989675#0.49999583#0.0
ZCCHC12#5.6989675#0.49999586#0.0
ALKBH4#5.6989675#0.4999959#0.0
AAMDC#5.6989675#0.4999959#0.0
PPP1CC#5.6989675#0.49999586#0.0
PSMC4#5.6989675#0.49999583#0.0
UXT#5.6989675#0.49999583#0.0
PYURF#5.6989675#0.49999583#0.0
GPR25#5.6989675#0.49999583#0.0
SLAMF6#5.6989675#0.49999586#0.0
HRH2#5.6989675#0.49999595#0.0
TMEM138#5.6989675#0.49999583#0.0
LOC100131107#5.6989675#0.49999586#0.0
BTG3#5.6989675#0.49999586#0.0
MPPED1#5.6989675#0.49999583#0.0
PRAF2#5.6989675#0.49999583#0.0
KCNJ13#5.6989675#0.49999583#0.0
MED21#5.6989675#0.49999586#0.0
NR2F1#5.6989675#0.49999586#0.0
C9orf57#5.6989675#0.49999586#0.0
MAF1#5.6989675#0.4999959#0.0
RNASE4#5.6989675#0.49999586#0.0
PSMB4#5.6989675#0.49999583#0.0
ARPC2#5.6989675#0.49999583#0.0
LEUTX#5.6989675#0.49999583#0.0
DNAJB1#5.6989675#0.49999586#0.0
PPIAL4G#5.6989675#0.49999586#0.0
KAT7#5.6989675#0.49999586#0.0
MEST#5.6989675#0.49999583#0.0
OR11H2#5.6989675#0.49999583#0.0
LOC100287036#5.6989675#0.49999586#0.0
IFI6#5.6989675#0.49999583#0.0
CTSL#5.6989675#0.49999583#0.0
MRPL30#5.6989675#0.49999586#0.0
UBA5#5.6989675#0.4999959#0.0
OGT#5.6989675#0.49999586#0.0
CNOT7#5.6989675#0.49999586#0.0
YWHAB#5.6989675#0.49999586#0.0
RASL10B#5.6989675#0.49999586#0.0
FAM173A#5.6989675#0.49999586#0.0
RPL10A#5.6989675#0.49999586#0.0
KCNS2#5.6989675#0.49999586#0.0
SLAMF9#5.6989675#0.49999586#0.0
STYX#5.6989675#0.4999959#0.0
CACNG2#5.6989675#0.49999586#0.0
MRPS25#5.6989675#0.49999586#0.0
TICAM2#5.6989675#0.49999586#0.0
HENMT1#5.6989675#0.49999592#0.0
G3BP2#5.6989675#0.49999586#0.0
OR10K1#5.6989675#0.4999959#0.0
OAZ2#5.6989675#0.49999586#0.0
HTR2A#5.6989675#0.49999586#0.0
PIANP#5.6989675#0.49999586#0.0
DPM2#5.6989675#0.49999583#0.0
GLIPR2#5.6989675#0.49999583#0.0
RHOA#5.6989675#0.49999583#0.0
AKTIP#5.6989675#0.4999959#0.0
ARL13A#5.6989675#0.49999583#0.0
SLC25A16#5.6989675#0.49999586#0.0
CEBPG#5.6989675#0.49999586#0.0
CWC15#5.6989675#0.49999583#0.0
HIST1H2AJ#5.6989675#0.49999583#0.0
DGCR6#5.6989675#0.49999586#0.0
CHCHD4#5.6989675#0.4999959#0.0
P2RY8#5.6989675#0.49999583#0.0
LAS1L#5.6989675#0.49999592#0.0
NDUFA4L2#5.6989675#0.49999586#0.0
WDFY2#5.6989675#0.49999586#0.0
PRICKLE3#5.6989675#0.49999586#0.0
LAMP2#5.6989675#0.49999586#0.0
RBBP5#5.6989675#0.49999586#0.0
HTR1B#5.6989675#0.49999586#0.0
FAM118B#5.6989675#0.49999586#0.0
TTC9B#5.6989675#0.49999583#0.0
C7orf69#5.6989675#0.49999586#0.0
AADAT#5.6989675#0.49999583#0.0
CLTB#5.6989675#0.49999583#0.0
IGIP#5.6989675#0.49999592#0.0
SCGB1D4#5.6989675#0.49999586#0.0
C11orf98#5.6989675#0.4999959#0.0
FAM192A#5.6989675#0.49999583#0.0
FAM153A#5.6989675#0.49999583#0.0
ATP5MF#5.6989675#0.49999586#0.0
CALN1#5.6989675#0.49999586#0.0
LOC643802#5.6989675#0.49999586#0.0
DDX3Y#5.6989675#0.49999586#0.0
CHST6#5.6989675#0.49999586#0.0
CSNK1A1#5.6989675#0.49999583#0.0
PXT1#5.6989675#0.49999583#0.0
ASIC5#5.6989675#0.4999959#0.0
NUDT3#5.6989675#0.4999959#0.0
COX17#5.6989675#0.49999586#0.0
FAM212A#5.6989675#0.49999583#0.0
MTURN#5.6989675#0.49999586#0.0
GTF3C4#5.6989675#0.49999586#0.0
C1QB#5.6989675#0.4999959#0.0
C5orf67#5.6989675#0.49999583#0.0
C10orf113#5.6989675#0.49999583#0.0
KCNC1#5.6989675#0.49999586#0.0
COX7B2#5.6989675#0.4999959#0.0
IRF1#5.6989675#0.49999583#0.0
DPY30#5.6989675#0.49999586#0.0
CALML5#5.6989675#0.49999583#0.0
GPR119#5.6989675#0.49999586#0.0
ZBTB18#5.6989675#0.49999586#0.0
MAX#5.6989675#0.49999586#0.0
NKX6-3#5.6989675#0.49999586#0.0
RHOXF2#5.6989675#0.49999586#0.0
ZKSCAN1#5.6989675#0.49999583#0.0
C16orf91#5.6989675#0.49999595#0.0
EXOSC6#5.6989675#0.49999586#0.0
TEX30#5.6989675#0.49999586#0.0
RHOXF2B#5.6989675#0.49999586#0.0
TEX46#5.6989675#0.49999583#0.0
PEBP1#5.6989675#0.4999959#0.0
SCGB3A2#5.6989675#0.49999583#0.0
RAB2B#5.6989675#0.49999592#0.0
PLA2G2C#5.698967#0.4999958#0.0
C14orf178#5.698967#0.4999958#0.0
BLID#5.698967#0.49999574#0.0
CCL21#5.698967#0.4999958#0.0
UBE2L6#5.698967#0.4999958#0.0
PDP1#5.698967#0.4999958#0.0
TBC1D22B#5.698967#0.49999577#0.0
TRAPPC6B#5.698967#0.4999958#0.0
NFE2#5.698967#0.4999958#0.0
NDUFC2#5.698967#0.4999958#0.0
ELF4#5.698967#0.49999577#0.0
PSMA1#5.698967#0.4999958#0.0
ANKRD13C#5.698967#0.4999958#0.0
RDH10#5.698967#0.4999958#0.0
SPANXN5#5.698967#0.49999574#0.0
PDIK1L#5.698967#0.4999958#0.0
S1PR1#5.698967#0.4999958#0.0
GADD45B#5.698967#0.49999577#0.0
COX16#5.698967#0.49999577#0.0
PITX3#5.698967#0.49999577#0.0
NOVA2#5.698967#0.49999577#0.0
COX19#5.698967#0.4999958#0.0
TRADD#5.698967#0.4999958#0.0
RAB9B#5.698967#0.4999958#0.0
FBXL8#5.698967#0.4999958#0.0
IL1RAPL1#5.698967#0.4999958#0.0
VBP1#5.698967#0.4999958#0.0
CORT#5.698967#0.4999958#0.0
TMEM74#5.698967#0.49999577#0.0
SRSF9#5.698967#0.4999958#0.0
HAGLR#5.698967#0.49999577#0.0
CBLN1#5.698967#0.49999577#0.0
LYPD2#5.698967#0.49999577#0.0
IL2RA#5.698967#0.4999958#0.0
RAB33B#5.698967#0.4999958#0.0
LGI1#5.698967#0.49999577#0.0
KLK4#5.698967#0.4999958#0.0
FAM46C#5.698967#0.49999577#0.0
CCR2#5.698967#0.4999958#0.0
C11orf44#5.698967#0.49999577#0.0
CENPS#5.698967#0.4999958#0.0
BEND6#5.698967#0.49999577#0.0
MED27#5.698967#0.49999577#0.0
MRGBP#5.698967#0.49999577#0.0
EIF5A#5.698967#0.4999958#0.0
S100A8#5.698967#0.4999958#0.0
CRYGS#5.698967#0.49999577#0.0
TRAF4#5.698967#0.4999958#0.0
RCN2#5.698967#0.49999577#0.0
SMIM18#5.698967#0.49999577#0.0
PMAIP1#5.698967#0.4999957#0.0
MAFG#5.698967#0.4999958#0.0
SMIM26#5.698967#0.4999958#0.0
HPCA#5.698967#0.4999958#0.0
VAMP2#5.698967#0.4999958#0.0
NUP62CL#5.698967#0.4999958#0.0
ZMYND19#5.698967#0.49999577#0.0
MAD2L1BP#5.698967#0.49999577#0.0
EIF4EBP1#5.698967#0.4999958#0.0
MIS18A#5.698967#0.49999577#0.0
SMR3B#5.698967#0.49999577#0.0
CLCF1#5.698967#0.4999958#0.0
PIGA#5.698967#0.49999577#0.0
PTGES3#5.698967#0.49999577#0.0
SERTAD1#5.698967#0.4999958#0.0
EIF2S2#5.698967#0.4999958#0.0
OR2AG2#5.698967#0.4999958#0.0
MYD88#5.698967#0.4999957#0.0
HP1BP3#5.698967#0.49999577#0.0
F9#5.698967#0.4999958#0.0
ARL15#5.698967#0.4999958#0.0
C15orf56#5.698967#0.4999958#0.0
SCD#5.698967#0.4999958#0.0
ABHD13#5.698967#0.4999958#0.0
C3orf36#5.698967#0.49999577#0.0
C9orf170#5.698967#0.4999958#0.0
HSPB11#5.6989636#0.4999915#0.0
ABHD17C#5.6989636#0.49999148#0.0
SASH3#5.6989636#0.49999154#0.0
PPP2R2A#5.6989636#0.49999148#0.0
RPS29#5.6989636#0.4999915#0.0
CTNNBIP1#5.6989636#0.49999148#0.0
SDF2#5.6989636#0.49999148#0.0
BCL2L2#5.6989636#0.4999915#0.0
PLLP#5.6989636#0.49999157#0.0
ACOT1#5.6989636#0.49999148#0.0
CALM3#5.6989636#0.4999915#0.0
CRK#5.6989636#0.49999145#0.0
PCYT1B#5.6989636#0.49999157#0.0
COA3#5.6989636#0.49999148#0.0
SPCS3#5.6989636#0.49999148#0.0
GNG12#5.6989636#0.49999154#0.0
CCDC43#5.6989636#0.4999915#0.0
RAB4B#5.6989636#0.49999148#0.0
DCUN1D5#5.6989636#0.49999148#0.0
EIF3I#5.6989636#0.4999915#0.0
PSMD4#5.6989636#0.4999915#0.0
SLC25A11#5.6989636#0.49999148#0.0
CAPZA3#5.6989636#0.49999148#0.0
HIST1H3J#5.6989636#0.49999154#0.0
MSL1#5.6989636#0.49999148#0.0
LCE1A#5.6989636#0.49999154#0.0
APCS#5.6989636#0.49999148#0.0
F2R#5.6989636#0.49999148#0.0
INSYN1#5.6989636#0.49999148#0.0
KRTAP19-2#5.6989636#0.49999145#0.0
MT1F#5.6989636#0.49999148#0.0
LDB2#5.6989636#0.49999148#0.0
INKA1#5.6989636#0.49999145#0.0
SLFNL1-AS1#5.6989636#0.49999145#0.0
FAM133B#5.6989636#0.49999154#0.0
MRPS21#5.6989636#0.49999148#0.0
LYN#5.6989636#0.49999142#0.0
MIR3936HG#5.6989636#0.49999142#0.0
C1orf43#5.6989636#0.49999154#0.0
KCNS3#5.6989636#0.49999157#0.0
RHBDL3#5.6989636#0.49999142#0.0
OR5V1#5.6989636#0.49999154#0.0
CXCL5#5.6989636#0.49999142#0.0
ATG4A#5.6989636#0.4999915#0.0
PITHD1#5.6989636#0.49999148#0.0
PPP1CB#5.6989636#0.49999154#0.0
ATP5PD#5.6989636#0.49999154#0.0
PTAFR#5.6989636#0.49999154#0.0
GAPT#5.6989636#0.49999154#0.0
SSU72#5.6989636#0.49999148#0.0
PYDC2#5.6989636#0.49999148#0.0
G6PC3#5.6989636#0.49999148#0.0
H3.Y#5.6989636#0.49999148#0.0
ESM1#5.6989636#0.49999148#0.0
STAT1#5.6989636#0.49999163#0.0
MEIG1#5.6989636#0.49999154#0.0
LLPH#5.6989636#0.49999154#0.0
SF3B5#5.6989636#0.49999154#0.0
TAS2R46#5.6989636#0.49999154#0.0
LOC101929705#5.6989636#0.4999915#0.0
EIF3L#5.6989636#0.49999154#0.0
MED18#5.6989636#0.4999915#0.0
ACBD7#5.6989636#0.4999915#0.0
HSPB1#5.6989636#0.49999163#0.0
DIRAS2#5.6989636#0.4999915#0.0
MXI1#5.6989636#0.4999915#0.0
HAND1#5.6989636#0.49999154#0.0
EDDM3B#5.6989636#0.49999145#0.0
TIMM9#5.6989636#0.49999148#0.0
ENC1#5.6989636#0.49999145#0.0
TMEM203#5.6989636#0.49999145#0.0
C9orf163#5.6989636#0.49999145#0.0
APOC3#5.6989636#0.49999148#0.0
FOXD4L3#5.6989636#0.49999148#0.0
OR2A42#5.6989636#0.49999148#0.0
RAP2A#5.6989636#0.49999148#0.0
NPPC#5.6989636#0.49999148#0.0
OR2A1#5.6989636#0.49999148#0.0
SPATA2L#5.6989636#0.49999145#0.0
CXorf21#5.6989636#0.49999154#0.0
STRAP#5.6989636#0.49999154#0.0
CRABP1#5.6989636#0.49999154#0.0
SRGAP2B#5.6989636#0.49999148#0.0
UBL4A#5.6989636#0.49999145#0.0
ARMCX3#5.6989636#0.4999915#0.0
TGIF2-C20orf24#5.6989636#0.49999145#0.0
MRPL35#5.6989636#0.49999148#0.0
ZNF566#5.6989636#0.49999145#0.0
PDXDC1#5.6989636#0.49999154#0.0
KRTAP9-3#5.6989636#0.49999148#0.0
TIMP3#5.6989636#0.49999148#0.0
MEAF6#5.6989636#0.49999154#0.0
KIR2DL3#5.6989636#0.49999154#0.0
KIR2DS2#5.6989636#0.49999154#0.0
KIR2DL1#5.6989636#0.49999154#0.0
GOLGA7#5.6989636#0.4999915#0.0
DIRC1#5.6989636#0.4999915#0.0
MRPL34#5.6989636#0.4999915#0.0
SRGAP2C#5.6989636#0.49999154#0.0
UBE2G1#5.6989636#0.4999915#0.0
EID1#5.6989636#0.4999915#0.0
SIX1#5.6989636#0.4999915#0.0
C9orf92#5.6989636#0.4999915#0.0
FAM86B1#5.6989636#0.49999142#0.0
RFLNA#5.6989636#0.49999142#0.0
TMPO-AS1#5.6989636#0.4999915#0.0
ZNF664-RFLNA#5.6989636#0.49999142#0.0
LOC645188#5.6989636#0.49999145#0.0
PAGE2#5.6989636#0.49999145#0.0
MAGEH1#5.6989636#0.49999154#0.0
LY6D#5.6989636#0.49999145#0.0
H2AFV#5.6989636#0.4999915#0.0
KLHL23#5.6989636#0.49999145#0.0
RBMY1D#5.6989636#0.49999145#0.0
COMMD6#5.6989636#0.49999145#0.0
GABRA3#5.6989636#0.49999145#0.0
RBMY1B#5.6989636#0.49999145#0.0
CRIP1#5.6989636#0.49999145#0.0
RBMY1A1#5.6989636#0.49999145#0.0
MAP1LC3B2#5.6989636#0.4999915#0.0
RAB2A#5.6989636#0.4999915#0.0
RHEB#5.6989636#0.4999915#0.0
ECSCR#5.6989636#0.4999915#0.0
KIR2DL2#5.6989636#0.49999154#0.0
S100A4#5.6989636#0.4999915#0.0
SCG5#5.6989636#0.4999915#0.0
RPL23#5.6989636#0.4999915#0.0
DPRX#5.6989636#0.49999157#0.0
